//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
26152;Ayuda: Transferencia de datos imposible; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Data transmission impossible; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : transmission de données impossible; @5W%t#ML-V2.31-Festo-CPX-20140701@;
9832;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
26216;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mismo.
 Causas posibles:
 - No está enchufado ningún cable
 - Cable defectuoso
 - Cable erróneo en la configuración de puerto
 - Dispositivo partner desconectado;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
9833;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
26217;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puerto determinada actualmente por autonegociación no concuerda con el estándar.
 Causas posibles:
 - El partner utiliza una configuración de puerto estándar diferente
 - El partner;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
9834;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
26218;Causas posibles:
 - La longitud de línea determinada es superior al valor predeterminado en la configuración.
 - El cableado real no se corresponde con la interconexión de puerto configurada.
 - Los datos de línea no se pueden copmrobar porque el partner n;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
9896;Error en el partner; @5W%t#ML-V2.31-Festo-CPX-20140701@;Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26280;Ayuda: Error en el partner; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20140701@;
9960;Partner incorrecto;Wrong partner;Partenaire incorrect;
26344;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un partner diferente.
Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adoptar el nombre de dispositivo del partner en la conexión de puerto;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
9961;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
26345;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un puerto partner diferente.

 Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adaptar la conexión de puerto en la configuración;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
9962;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
26346;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto partner impiden el modo IRT (solución: v. otros diagnósticos y corregirlos primero)
 - El puerto partner no está configurado correctamente para el modo IRT, es decir, la config;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
9963;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
26347;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner utiliza un ajuste fijo diferente
 - Este puerto tiene conectado un convertidor de medios, hub ;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
9964;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
26348;Se ha configurado un dominio MRP, pero la configuración del puerto local no concuerda con la configuración del puerto partner.
 Causas posibles:
 - Los puertos están mal conectados; se ha conectado un puerto en anillo con otro que no es un puerto en anillo;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
9965;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
26349;Se ha configurado una conexión de puerto, en el puerto no se ha detectado exactamente un partner.
 Causas posibles:
 - Este puerto tiene conectado un dispositivo no conforme con PN-IO 
 - La conexión de puerto está configurada pero no hay ningún dispositiv;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
9966;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
26350;Se ha configurado la característica MRRT; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner no tiene configuración o su configuración no es apropiada
 - el partner no es compatible con la caracter;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
9967;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
26351;Se ha configurado "Soporte de transferencia / dúplex". Ambos partner han detectado longitudes de cable con una diferencia de @2D%1d@ ns. Causas posibles:
 - Uso del convertidor de medios
 - Dispositivo no conforme con PN IO conectado a este puerto

 Soluci;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
9976;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
26360;En la subred Ethernet se han configurado dos dominios Sync con el mismo nombre.
Solución: Corregir la configuración
- Separar varios dominios Sync mediante fin de Boundaries del dominio Sync (se trata de una recomendación general para limitar la expansión ;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
10024;Error de redundancia de medios; @5W%t#ML-V2.31-Festo-CPX-20140701@;Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26408;Ayuda: Redundancia de medios; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10088;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
26472;Indica que el manager de redundancia asume la función de cliente y que otro manager de redundancia de mayor prioridad se ha hecho cargo de la función de manager y supervisa el anillo.
Solución: configurar la función de cliente en todos los dispositivos que;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
10089;Anillo abierto;Ring opened;Anneau ouvert;
26473;Indica que el anillo se ha interrumpido unilateralmente. No se garantiza la redundancia.
Causas posibles:
 - Un cable de unión entre los puertos en anillo está defectuoso.
 Solución: Sustituir el cable de anillo defectuoso;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
10090;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
26474;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 - En el anillo se encuentran uno o varios equipos que soportan la redundancia de anillo NRT, pero no la redundancia RT
 - Uno o varios equipos soportan la redundancia RT, pero ;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
10091;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
26475;Indica que en el anillo se encuentran varios dispositivos que asumen la función de manager de redundancia. El estado del anillo es inestable.
Causas posibles:
 En el anillo se encuentra un dispositivo que sólo soporta la función de manager de redundancia j;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
10152;Pérdida de sincronización; @5W%t#ML-V2.31-Festo-CPX-20140701@;Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26536;Ayuda: Pérdida de sincronización; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10216;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
26600;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster no está disponible (solución: conectar el SyncMaster, comprobar el cable)
 - Entre el SyncMaster y este equipo se encuentran dispositivos no aptos para sincronización (solución;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
10219;Equipo no síncrono;Station not synchronized;Station non synchrone;
26603;La sincronización está fuera del rango de tolerancia; la señal de referencia no es lo suficientemente exacta.
Causas posibles:
 - El equipo se resincroniza; éste es un estado temporal
 - La señal de referencia pierde su precisión necesaria en el tramo de t;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
10280;Error de modo isócrono; @5W%t#ML-V2.31-Festo-CPX-20140701@;Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26664;Ayuda: Error de modo isócrono; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10408;Error CR multicast; @5W%t#ML-V2.31-Festo-CPX-20140701@;Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur Multicast CR; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26792;Ayuda: Error CR multicast; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : Erreur CR Multicast; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10536;Reservado; @5W%t#ML-V2.31-Festo-CPX-20140701@;Reserved; @5W%t#ML-V2.31-Festo-CPX-20140701@;réservé; @5W%t#ML-V2.31-Festo-CPX-20140701@;
26920;Ayuda: Ayuda; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Reserved; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : réservée; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10664;Error fibra óptica; @5W%t#ML-V2.31-Festo-CPX-20140701@;Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20140701@;
27048;Ayuda: Error fibra óptica; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10728;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
27112;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Solución: limpiar o sustituir el cableado FO inmediatamente;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
10792;Error de función del componente de red; @5W%t#ML-V2.31-Festo-CPX-20140701@;Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20140701@;
27176;Ayuda: Error de función del componente de red; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20140701@;
10856;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
27240;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recursos.
Causas posibles:
 - Elevada reserva de ancho de banda para IRT y carga NRT adicional (solución: reducir la reserva de ancho de banda)
 - Agrupación de pequeñas cargas de com;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
10920;Error de tiempo; @5W%t#ML-V2.31-Festo-CPX-20140701@;Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Erreur d'horloge; @5W%t#ML-V2.31-Festo-CPX-20140701@;
27304;Ayuda: Error de tiempo; @5W%t#ML-V2.31-Festo-CPX-20140701@;Help: Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20140701@;Aide : erreur de temporisation; @5W%t#ML-V2.31-Festo-CPX-20140701@;
11496;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
27880;Se ha configurado un gateway predeterminado como mínimo para otro interface. Este gateway es distinto de lo especificado para este interface. 
Atención: en este dispositivo no está claro cuál de los gateways predeterminados configurados se utilizará.;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
11497;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
27881;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dispositivo idéntico al especificado para esta interfaz.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
11498;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
27882;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuentra en la misma subred que la dirección IP de esta interfaz.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
13912;No error;No error;No error;
30296;Help;Help;Help;
13914;General diagnosis;General diagnosis;General diagnosis;
30298;Help;Help;Help;
13916;Short circuit;Short circuit;Short circuit;
30300;Help;Help;Help;
13918;Wire fracture/idling current I/O;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
30302;Help;Help;Help;
13928;Short circuit in actuator supply;Short circuit in actuator supply;Short circuit in actuator supply;
30312;Help;Help;Help;
13930;Undervoltage in power supply;Undervoltage in power supply;Undervoltage in power supply;
30314;Help;Help;Help;
13932;Unknown CBUS error (6);Unknown CBUS error (6);Unknown CBUS error (6);
30316;Help;Help;Help;
13934;Unknown CBUS error (7);Unknown CBUS error (7);Unknown CBUS error (7);
30318;Help;Help;Help;
13944;Unknown CBUS error (8);Unknown CBUS error (8);Unknown CBUS error (8);
30328;Help;Help;Help;
13946;Lower limit exceeded;Lower limit exceeded;Lower limit exceeded;
30330;Help;Help;Help;
13948;Upper limit exceeded;Upper limit exceeded;Upper limit exceeded;
30332;Help;Help;Help;
13950;Short circuit valve;Short circuit valve;Short circuit valve;
30334;Help;Help;Help;
13960;Pilot valve function warning;Pilot valve function warning;Pilot valve function warning;
30344;Help;Help;Help;
13962;Wire fracture (open load);Wire fracture (open load);Wire fracture (open load);
30346;Help;Help;Help;
13964;Condition counter exceeded;Condition counter exceeded;Condition counter exceeded;
30348;Help;Help;Help;
13966;Module/channel failure;Module/channel failure;Module/channel failure;
30350;Help;Help;Help;
13976;Module code incorrect;Module code incorrect;Module code incorrect;
30360;Help;Help;Help;
13978;I/O length incorrect;I/O length incorrect;I/O length incorrect;
30362;Help;Help;Help;
13980;Address range exceeded;Address range exceeded;Address range exceeded;
30364;Help;Help;Help;
13982;Life cycle exceeded;Life cycle exceeded;Life cycle exceeded;
30366;Help;Help;Help;
13992;Fault in parametrizing signal range;Fault in parametrizing signal range;Fault in parametrizing signal range;
30376;Help;Help;Help;
13994;Fault in parametrizing data format;Fault in parametrizing data format;Fault in parametrizing data format;
30378;Help;Help;Help;
13996;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
30380;Help;Help;Help;
13998;Fault in filter meas.value;Fault in filter meas.value;Fault in filter meas.value;
30382;Help;Help;Help;
14008;Fault in parametrizing lower limit;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
30392;Help;Help;Help;
14010;Fault in parametrizing upper limit;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
30394;Help;Help;Help;
14012;Fault in actuator supply;Fault in actuator supply;Fault in actuator supply;
30396;Help;Help;Help;
14014;Wrong device type mounted;Wrong device type mounted;Wrong device type mounted;
30398;Help;Help;Help;
14024;Alarm value reached;Alarm value reached;Alarm value reached;
30408;Help;Help;Help;
14026;Fault in parametrizing;Fault in parametrizing;Fault in parametrizing;
30410;Help;Help;Help;
14028;No new output data (slave);No new output data (slave);No new output data (slave);
30412;Help;Help;Help;
14030;No bus connection (slave);No bus connection (slave);No bus connection (slave);
30414;Help;Help;Help;
14040;No STI read access (slave);No STI read access (slave);No STI read access (slave);
30424;Help;Help;Help;
14042;No parameter access (slave);No parameter access (slave);No parameter access (slave);
30426;Help;Help;Help;
14044;CP module lost / fault;CP module lost / fault;CP module lost / fault;
30428;Help;Help;Help;
14046;CP configuration failure;CP configuration failure;CP configuration failure;
30430;Help;Help;Help;
14056;Short circuit CP-line;Short circuit CP-line;Short circuit CP-line;
30440;Help;Help;Help;
14058;Fault in controlling;Fault in controlling;Fault in controlling;
30442;Help;Help;Help;
14060;Missing valve;Missing valve;Missing valve;
30444;Help;Help;Help;
14062;Maintanance required;Maintanance required;Maintanance required;
30446;Help;Help;Help;
14072;Life Guard;Life Guard;Life Guard;
30456;Help;Help;Help;
14074;Heart Beat;Heart Beat;Heart Beat;
30458;Help;Help;Help;
14076;Com Cycle Period (Sync);Com Cycle Period (Sync);Com Cycle Period (Sync);
30460;Help;Help;Help;
14078;CAN Overrun (Objects lost);CAN Overrun (Objects lost);CAN Overrun (Objects lost);
30462;Help;Help;Help;
14088;Invalid PDO received;Invalid PDO received;Invalid PDO received;
30472;Help;Help;Help;
14090;CAN WarnLimit reached;CAN WarnLimit reached;CAN WarnLimit reached;
30474;Help;Help;Help;
14092;CAN recovered from BusOff;CAN recovered from BusOff;CAN recovered from BusOff;
30476;Help;Help;Help;
14094;Bus Power lost;Bus Power lost;Bus Power lost;
30478;Help;Help;Help;
14104;Fault in Calibration;Fault in Calibration;Fault in Calibration;
30488;Help;Help;Help;
14106;Lower drop out signal;Lower drop out signal;Lower drop out signal;
30490;Help;Help;Help;
14108;Upper drop out signal;Upper drop out signal;Upper drop out signal;
30492;Help;Help;Help;
14110;Sensor limit exceeded;Sensor limit exceeded;Sensor limit exceeded;
30494;Help;Help;Help;
14120;Short circuit cold junction comp.;Short circuit cold junction comp.;Short circuit cold junction comp.;
30504;Help;Help;Help;
14122;Open load cold junction comp.;Open load cold junction comp.;Open load cold junction comp.;
30506;Help;Help;Help;
14124;Calibration data incorrect;Calibration data incorrect;Calibration data incorrect;
30508;Help;Help;Help;
14126;Invalid process value;Invalid process value;Invalid process value;
30510;Help;Help;Help;
14136;Short circuit I-Port;Short circuit I-Port;Short circuit I-Port;
30520;Help;Help;Help;
14138;Device missing / failure;Device missing / failure;Device missing / failure;
30522;Help;Help;Help;
14140;I-Port configuration error;I-Port configuration error;I-Port configuration error;
30524;Help;Help;Help;
14142;Input overload;Input overload;Input overload;
30526;Help;Help;Help;
14152;Signal underflow/overflow;Signal underflow/overflow;Signal underflow/overflow;
30536;Help;Help;Help;
14154;Overvoltage in power supply;Overvoltage in power supply;Overvoltage in power supply;
30538;Help;Help;Help;
14156;Overflow in time measurement;Overflow in time measurement;Overflow in time measurement;
30540;Help;Help;Help;
14158;Object failure;Object failure;Object failure;
30542;Help;Help;Help;
14168;Number of Modules incorrect;Number of Modules incorrect;Number of Modules incorrect;
30552;Help;Help;Help;
14170;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
30554;Help;Help;Help;
14172;F-Communication fault;F-Communication fault;F-Communication fault;
30556;Help;Help;Help;
14174;F-Communication timeout;F-Communication timeout;F-Communication timeout;
30558;Help;Help;Help;
14184;Leakage current;Leakage current;Leakage current;
30568;Help;Help;Help;
14186;F-Parameter fault;F-Parameter fault;F-Parameter fault;
30570;Help;Help;Help;
14188;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
30572;Help;Help;Help;
14190;CC-L: Bus connection lost;CC-L: Bus connection lost;CC-L: Bus connection lost;
30574;Help;Help;Help;
14200;SSI-parity error;SSI-parity error;SSI-parity error;
30584;Help;Help;Help;
14202;limit monitoring;limit monitoring;limit monitoring;
30586;Help;Help;Help;
14204;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;
30588;Help;Help;Help;
14206;Over temperature;Over temperature;Over temperature;
30590;Help;Help;Help;
14216;Error without errortext (76);Error without errortext (76);Error without errortext (76);
30600;Help;Help;Help;
14218;Error without errortext (77);Error without errortext (77);Error without errortext (77);
30602;Help;Help;Help;
14220;Value out of range;Value out of range;Value out of range;
30604;Help;Help;Help;
14222;Error without errortext (79);Error without errortext (79);Error without errortext (79);
30606;Help;Help;Help;
14232;Function failure;Function failure;Function failure;
30616;Help;Help;Help;
14234;Error without errortext (81);Error without errortext (81);Error without errortext (81);
30618;Help;Help;Help;
14236;Error without errortext (82);Error without errortext (82);Error without errortext (82);
30620;Help;Help;Help;
14238;Error without errortext (83);Error without errortext (83);Error without errortext (83);
30622;Help;Help;Help;
14248;Error without errortext (84);Error without errortext (84);Error without errortext (84);
30632;Help;Help;Help;
14250;Error without errortext (85);Error without errortext (85);Error without errortext (85);
30634;Help;Help;Help;
14252;Error without errortext (86);Error without errortext (86);Error without errortext (86);
30636;Help;Help;Help;
14254;Error without errortext (87);Error without errortext (87);Error without errortext (87);
30638;Help;Help;Help;
14264;Short circuit port;Short circuit port;Short circuit port;
30648;Help;Help;Help;
14266;Port configuration error;Port configuration error;Port configuration error;
30650;Help;Help;Help;
14268;Error without errortext (90);Error without errortext (90);Error without errortext (90);
30652;Help;Help;Help;
14270;Error without errortext (91);Error without errortext (91);Error without errortext (91);
30654;Help;Help;Help;
14280;Error without errortext (92);Error without errortext (92);Error without errortext (92);
30664;Help;Help;Help;
14282;Error without errortext (93);Error without errortext (93);Error without errortext (93);
30666;Help;Help;Help;
14284;Error without errortext (94);Error without errortext (94);Error without errortext (94);
30668;Help;Help;Help;
14286;Error without errortext (95);Error without errortext (95);Error without errortext (95);
30670;Help;Help;Help;
