//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
8840;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
25224;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
8843;Station non synchrone;Station not synchronized;
25227;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
10536;Erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Isochronous mode mismatch; @5W%t#et200pro-20110525@;
26920;Aide : erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Help: Isochronous mode mismatch; @5W%t#et200pro-20110525@;
13928;Erreur Multicast CR; @5W%t#et200pro-20110525@;Multicast CR mismatch; @5W%t#et200pro-20110525@;
30312;Aide : Erreur CR Multicast; @5W%t#et200pro-20110525@;Help: Multicast CR mismatch; @5W%t#et200pro-20110525@;
1008;réservé; @5W%t#et200pro-20110525@;Reserved; @5W%t#et200pro-20110525@;
17392;Aide : réservée; @5W%t#et200pro-20110525@;Help: Reserved; @5W%t#et200pro-20110525@;
4400;Erreur fibre optique; @5W%t#et200pro-20110525@;Fiber optics mismatch; @5W%t#et200pro-20110525@;
20784;Aide : erreur fibre optique; @5W%t#et200pro-20110525@;Help: Fiber optics mismatch; @5W%t#et200pro-20110525@;
6096;Réserve système FO critique;FO link power margin critical;
22480;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
7792;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Network component function mismatch; @5W%t#et200pro-20110525@;
24176;Aide : erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Help: Network component function mismatch; @5W%t#et200pro-20110525@;
9488;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
25872;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
11184;Erreur d'horloge; @5W%t#et200pro-20110525@;Time mismatch; @5W%t#et200pro-20110525@;
27568;Aide : erreur de temporisation; @5W%t#et200pro-20110525@;Help: Time mismatch; @5W%t#et200pro-20110525@;
10136;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
26520;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
10137;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
26521;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
10138;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
26522;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
1032;;;
17416;;;
4424;Court-circuit;Short circuit;
20808;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
7816;Sous-tension;Low voltage;
24200;Contrôlez l'alimentation en tension.;Verify the power supply.;
11208;Surtension;Overvoltage;
27592;Contrôlez l'alimentation en tension.;Verify the power supply.;
14600;Surcharge;Overload;
30984;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
1680;Surchauffe;Overtemperature;
18064;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
5072;Rupture de fil;Wire break;
21456;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
8464;Limite supérieure dépassée;High limit exceeded;
24848;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
11856;Limite inférieure sous-dépassée;Low limit exceeded;
28240;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
15248;Erreur;Error;
31632;;;
2328;Simulation active;Simulation active;
18712;;;
5720;réservé;Reserved;
22104;;;
9112;réservé;Reserved;
25496;;;
12504;réservé;Reserved;
28888;;;
15896;réservé;Reserved;
32280;;;
2976;Paramètre manquant;Parameter missing;
19360;;;
6368;Erreur de paramétrage;Parameter assignment error;
22752;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
9760;Absence de tension capteur ou de charge;Power supply fault;
26144;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
13152;Fusible defectueux;Fuse blown / open;
29536;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
232;Emplacement non accessible;Slot cannot be addressed;
16616;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
3624;Défaut à la masse;Ground fault;
20008;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;
7016;Erreur de voie de référence;Reference point list;
23400;Cause : erreur de voie de référence. Solution : voir le manuel.;Cause: Error on reference channel. Remedy: See manual.;
10408;Alarme de processus perdue;Process event lost / sampling error;
26792;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;
13800;Avertissement actionneur;Threshold warning;
30184;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;
880;Coupure actionneur;Output disabled;
17264;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
4272;Arrêt de sécurité;Safety event;
20656;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
7664;Défaut externe;External fault;
24048;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;
11056;Défaut non spécifié;Unidentified error;
27440;Cause : ne peut être spécifiée. Solution : voir le manuel.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
14448;réservé;Reserved;
30832;;;
1528;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
17912;;;
4920;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
21304;;;
8312;Erreur temporaire;Temporary error;
24696;;;
4848;Transmission de données impossible; @5W%t#ErrTextLibExPN@;Data transmission impossible; @5W%t#ErrTextLibExPN@;
21232;Aide : transmission de données impossible; @5W%t#ErrTextLibExPN@;Help: Data transmission impossible; @5W%t#ErrTextLibExPN@;
6544;Pas de connexion physique au port;No physical connection on port;
22928;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
6545;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
22929;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
6546;Erreur à la vérification des données de câble;Error during cable data check;
22930;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
8240;Erreur partenaire; @5W%t#ErrTextLibExPN@;Remote mismatch; @5W%t#ErrTextLibExPN@;
24624;Aide : erreur partenaire; @5W%t#ErrTextLibExPN@;Help: Remote mismatch; @5W%t#ErrTextLibExPN@;
9936;Partenaire incorrect;Wrong partner;
26320;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
9937;Port partenaire incorrect;Wrong partner port;
26321;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
9938;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
26322;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
9939;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
26323;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
9940;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
26324;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
9941;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
26325;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
9942;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
26326;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
9943;Différence à la détermination de longueur de câble;Difference in cable length measurement;
26327;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
10360;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
26744;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
11632;Erreur de redondance de supports de transmission; @5W%t#ErrTextLibExPN@;Media redundancy mismatch; @5W%t#ErrTextLibExPN@;
28016;Aide : erreur de redondance de supports de transmission; @5W%t#ErrTextLibExPN@;Help: Media redundancy mismatch; @5W%t#ErrTextLibExPN@;
13328;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
29712;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
13329;Anneau ouvert;Ring opened;
29713;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
13330;Redondance RT plus garantie;RT redundancy not effective;
29714;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
13331;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
29715;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
15024;Perte de synchronisation; @5W%t#ErrTextLibExPN@;Sync mismatch; @5W%t#ErrTextLibExPN@;
31408;Aide : perte de synchronisation; @5W%t#ErrTextLibExPN@;Help: Sync mismatch; @5W%t#ErrTextLibExPN@;
408;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
16792;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
411;Station non synchrone;Station not synchronized;
16795;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
2104;Erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;
18488;Aide : erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;Help: Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;
5496;Erreur Multicast CR; @5W%t#ErrTextLibExPN@;Multicast CR mismatch; @5W%t#ErrTextLibExPN@;
21880;Aide : Erreur CR Multicast; @5W%t#ErrTextLibExPN@;Help: Multicast CR mismatch; @5W%t#ErrTextLibExPN@;
8888;réservé; @5W%t#ErrTextLibExPN@;Reserved; @5W%t#ErrTextLibExPN@;
25272;Aide : réservée; @5W%t#ErrTextLibExPN@;Help: Reserved; @5W%t#ErrTextLibExPN@;
12280;Erreur fibre optique; @5W%t#ErrTextLibExPN@;Fiber optics mismatch; @5W%t#ErrTextLibExPN@;
28664;Aide : erreur fibre optique; @5W%t#ErrTextLibExPN@;Help: Fiber optics mismatch; @5W%t#ErrTextLibExPN@;
13976;Réserve système FO critique;FO link power margin critical;
30360;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
15672;Erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;Network component function mismatch; @5W%t#ErrTextLibExPN@;
32056;Aide : erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;Help: Network component function mismatch; @5W%t#ErrTextLibExPN@;
1056;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
17440;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
2752;Erreur d'horloge; @5W%t#ErrTextLibExPN@;Time mismatch; @5W%t#ErrTextLibExPN@;
19136;Aide : erreur de temporisation; @5W%t#ErrTextLibExPN@;Help: Time mismatch; @5W%t#ErrTextLibExPN@;
1704;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
18088;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
1705;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
18089;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
1706;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
18090;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
8976;;;
25360;;;
12368;Court-circuit;Short circuit;
28752;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
15760;Sous-tension;Low voltage;
32144;Contrôlez l'alimentation en tension.;Verify the power supply.;
2840;Surtension;Overvoltage;
19224;Contrôlez l'alimentation en tension.;Verify the power supply.;
6232;Surcharge;Overload;
22616;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
9624;Surchauffe;Overtemperature;
26008;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
13016;Rupture de fil;Wire break;
29400;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
96;Limite supérieure dépassée;High limit exceeded;
16480;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
3488;Limite inférieure sous-dépassée;Low limit exceeded;
19872;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
6880;Erreur;Error;
23264;;;
10272;Simulation active;Simulation active;
26656;;;
13664;réservé;Reserved;
30048;;;
744;réservé;Reserved;
17128;;;
4136;réservé;Reserved;
20520;;;
7528;réservé;Reserved;
23912;;;
10920;Paramètre manquant;Parameter missing;
27304;;;
14312;Erreur de paramétrage;Parameter assignment error;
30696;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
1392;Absence de tension capteur ou de charge;Power supply fault;
17776;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
4784;Fusible defectueux;Fuse blown / open;
21168;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
8176;Emplacement non accessible;Slot cannot be addressed;
24560;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
11568;Défaut à la masse;Ground fault;
27952;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;
14960;Erreur de voie de référence;Reference point list;
31344;Cause : erreur de voie de référence. Solution : voir le manuel.;Cause: Error on reference channel. Remedy: See manual.;
2040;Alarme de processus perdue;Process event lost / sampling error;
18424;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;
5432;Avertissement actionneur;Threshold warning;
21816;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;
8824;Coupure actionneur;Output disabled;
25208;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
12216;Arrêt de sécurité;Safety event;
28600;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
15608;Défaut externe;External fault;
31992;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;
2688;Défaut non spécifié;Unidentified error;
19072;Cause : ne peut être spécifiée. Solution : voir le manuel.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
6080;réservé;Reserved;
22464;;;
9472;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
25856;;;
12864;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
29248;;;
16256;Erreur temporaire;Temporary error;
32640;;;
12792;Transmission de données impossible; @5W%t#PNPNIOC-20110429@;Data transmission impossible; @5W%t#PNPNIOC-20110429@;
29176;Aide : transmission de données impossible; @5W%t#PNPNIOC-20110429@;Help: Data transmission impossible; @5W%t#PNPNIOC-20110429@;
14488;Pas de connexion physique au port;No physical connection on port;
30872;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
14489;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
30873;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
14490;Erreur à la vérification des données de câble;Error during cable data check;
30874;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
16184;Erreur partenaire; @5W%t#PNPNIOC-20110429@;Remote mismatch; @5W%t#PNPNIOC-20110429@;
32568;Aide : erreur partenaire; @5W%t#PNPNIOC-20110429@;Help: Remote mismatch; @5W%t#PNPNIOC-20110429@;
1568;Partenaire incorrect;Wrong partner;
17952;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
1569;Port partenaire incorrect;Wrong partner port;
17953;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
1570;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
17954;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
1571;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
17955;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
1572;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
17956;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
1573;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
17957;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
