//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;;
$_Languages;;;;
11456;Fault in parametrizing lower limit;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
27840;Help;Help;Help;
11458;Fault in parametrizing upper limit;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
27842;Help;Help;Help;
11460;Fault in actuator supply;Fault in actuator supply;Fault in actuator supply;
27844;Help;Help;Help;
11462;Wrong device type mounted;Wrong device type mounted;Wrong device type mounted;
27846;Help;Help;Help;
11472;Alarm value reached;Alarm value reached;Alarm value reached;
27856;Help;Help;Help;
11474;Fault in parametrizing;Fault in parametrizing;Fault in parametrizing;
27858;Help;Help;Help;
11476;No new output data (slave);No new output data (slave);No new output data (slave);
27860;Help;Help;Help;
11478;No bus connection (slave);No bus connection (slave);No bus connection (slave);
27862;Help;Help;Help;
11488;No STI read access (slave);No STI read access (slave);No STI read access (slave);
27872;Help;Help;Help;
11490;No parameter access (slave);No parameter access (slave);No parameter access (slave);
27874;Help;Help;Help;
11492;CP module lost / fault;CP module lost / fault;CP module lost / fault;
27876;Help;Help;Help;
11494;CP configuration failure;CP configuration failure;CP configuration failure;
27878;Help;Help;Help;
11504;Short circuit CP-line;Short circuit CP-line;Short circuit CP-line;
27888;Help;Help;Help;
11506;Fault in controlling;Fault in controlling;Fault in controlling;
27890;Help;Help;Help;
11508;Missing valve;Missing valve;Missing valve;
27892;Help;Help;Help;
11510;Maintanance required;Maintanance required;Maintanance required;
27894;Help;Help;Help;
11520;Life Guard;Life Guard;Life Guard;
27904;Help;Help;Help;
11522;Heart Beat;Heart Beat;Heart Beat;
27906;Help;Help;Help;
11524;Com Cycle Period (Sync);Com Cycle Period (Sync);Com Cycle Period (Sync);
27908;Help;Help;Help;
11526;CAN Overrun (Objects lost);CAN Overrun (Objects lost);CAN Overrun (Objects lost);
27910;Help;Help;Help;
11536;Invalid PDO received;Invalid PDO received;Invalid PDO received;
27920;Help;Help;Help;
11538;CAN WarnLimit reached;CAN WarnLimit reached;CAN WarnLimit reached;
27922;Help;Help;Help;
11540;CAN recovered from BusOff;CAN recovered from BusOff;CAN recovered from BusOff;
27924;Help;Help;Help;
11542;Bus Power lost;Bus Power lost;Bus Power lost;
27926;Help;Help;Help;
11552;Fault in Calibration;Fault in Calibration;Fault in Calibration;
27936;Help;Help;Help;
11554;Lower drop out signal;Lower drop out signal;Lower drop out signal;
27938;Help;Help;Help;
11556;Upper drop out signal;Upper drop out signal;Upper drop out signal;
27940;Help;Help;Help;
11558;Sensor limit exceeded;Sensor limit exceeded;Sensor limit exceeded;
27942;Help;Help;Help;
11568;Short circuit cold junction comp.;Short circuit cold junction comp.;Short circuit cold junction comp.;
27952;Help;Help;Help;
11570;Open load cold junction comp.;Open load cold junction comp.;Open load cold junction comp.;
27954;Help;Help;Help;
11572;Calibration data incorrect;Calibration data incorrect;Calibration data incorrect;
27956;Help;Help;Help;
11574;Invalid process value;Invalid process value;Invalid process value;
27958;Help;Help;Help;
11584;Short circuit I-Port;Short circuit I-Port;Short circuit I-Port;
27968;Help;Help;Help;
11586;Device missing / failure;Device missing / failure;Device missing / failure;
27970;Help;Help;Help;
11588;I-Port configuration error;I-Port configuration error;I-Port configuration error;
27972;Help;Help;Help;
11590;Input overload;Input overload;Input overload;
27974;Help;Help;Help;
11600;Signal underflow/overflow;Signal underflow/overflow;Signal underflow/overflow;
27984;Help;Help;Help;
11602;Overvoltage in power supply;Overvoltage in power supply;Overvoltage in power supply;
27986;Help;Help;Help;
11616;Number of Modules incorrect;Number of Modules incorrect;Number of Modules incorrect;
28000;Help;Help;Help;
11618;F_Dest_Add mismatch;F_Dest_Add mismatch;F_Dest_Add mismatch;
28002;Help;Help;Help;
11620;F-Communication fault;F-Communication fault;F-Communication fault;
28004;Help;Help;Help;
11622;F-Communication timeout;F-Communication timeout;F-Communication timeout;
28006;Help;Help;Help;
11632;Leakage current;Leakage current;Leakage current;
28016;Help;Help;Help;
11634;F-Parameter fault;F-Parameter fault;F-Parameter fault;
28018;Help;Help;Help;
11636;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
28020;Help;Help;Help;
11638;CC-L: Bus connection lost;CC-L: Bus connection lost;CC-L: Bus connection lost;
28022;Help;Help;Help;
11668;Value out of range;Value out of range;Value out of range;
28052;Help;Help;Help;
11680;Function failure;Function failure;Function failure;
28064;Help;Help;Help;
11760;Configuration error;Configuration error;Configuration error;
28144;Help;Help;Help;
11762;Execution error;Execution error;Execution error;
28146;Help;Help;Help;
11764;Record error;Record error;Record error;
28148;Help;Help;Help;
11766;Control error;Control error;Control error;
28150;Help;Help;Help;
11776;System error A;System error A;System error A;
28160;Help;Help;Help;
11778;System error B;System error B;System error B;
28162;Help;Help;Help;
11780;Error in valve;Error in valve;Error in valve;
28164;Help;Help;Help;
11782;Controller error;Controller error;Controller error;
28166;Help;Help;Help;
11792;Encoder error;Encoder error;Encoder error;
28176;Help;Help;Help;
11794;Error motor or power stage;Error motor or power stage;Error motor or power stage;
28178;Help;Help;Help;
11814;Subsystem module/channel failure;Subsystem module/channel failure;Subsystem module/channel failure;
28198;Help;Help;Help;
11872;Switch unit defective;Switch unit defective;Switch unit defective;
28256;Help;Help;Help;
11874;CBUS asic not ready;CBUS asic not ready;CBUS asic not ready;
28258;Help;Help;Help;
11876;CPU Hardware Trap;CPU Hardware Trap;CPU Hardware Trap;
28260;Help;Help;Help;
11878;CBUS C-manager not ready;CBUS C-manager not ready;CBUS C-manager not ready;
28262;Help;Help;Help;
11888;Watchdog overflow;Watchdog overflow;Watchdog overflow;
28272;Help;Help;Help;
11890;Remanent memory defective;Remanent memory defective;Remanent memory defective;
28274;Help;Help;Help;
11892;Flash system memory defective;Flash system memory defective;Flash system memory defective;
28276;Help;Help;Help;
11894;Number of mod.params.more than 64;Number of mod.params.more than 64;Number of mod.params.more than 64;
28278;Help;Help;Help;
11904;Slave not ready;Slave not ready;Slave not ready;
28288;Help;Help;Help;
11906;CBUS diagnostic telegram;CBUS diagnostic telegram;CBUS diagnostic telegram;
28290;Help;Help;Help;
11908;CBUS init fault (gap);CBUS init fault (gap);CBUS init fault (gap);
28292;Help;Help;Help;
11910;Order queue full;Order queue full;Order queue full;
28294;Help;Help;Help;
11920;CBUS-EEPROM error;CBUS-EEPROM error;CBUS-EEPROM error;
28304;Help;Help;Help;
11922;CBUS C-timeout error;CBUS C-timeout error;CBUS C-timeout error;
28306;Help;Help;Help;
11924;CBUS telegram fault;CBUS telegram fault;CBUS telegram fault;
28308;Help;Help;Help;
11926;BIU access error;BIU access error;BIU access error;
28310;Help;Help;Help;
11936;Licence error;Licence error;Licence error;
28320;Help;Help;Help;
11938;Built-in self test failed;Built-in self test failed;Built-in self test failed;
28322;Help;Help;Help;
11956;NETOS fatal error;NETOS fatal error;NETOS fatal error;
28340;Help;Help;Help;
12160;Fault param.transfer module n;Fault param.transfer module n;Fault param.transfer module n;
28544;Help;Help;Help;
12162;Invalid field bus address;Invalid field bus address;Invalid field bus address;
28546;Help;Help;Help;
12164;Protokoll Asic not ready;Protokoll Asic not ready;Protokoll Asic not ready;
28548;Help;Help;Help;
12166;MMI serves CBUS module;MMI serves CBUS module;MMI serves CBUS module;
28550;Help;Help;Help;
12176;Invalid setting switch unit;Invalid setting switch unit;Invalid setting switch unit;
28560;Help;Help;Help;
12178;Module set to default values;Module set to default values;Module set to default values;
28562;Help;Help;Help;
12374;Unknown error (255);Unknown error (255);Unknown error (255);
28758;Help;Help;Help;
12562;CPX critical system error;CPX critical system error;CPX critical system error;
28946;Help;Help;Help;
10008;;;;
26392;;;;
10136;Court-circuit;Cortocircuito;Short circuit;
26520;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
10264;Sous-tension;Baja tensión;Low voltage;
26648;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
10392;Surtension;Sobretensión;Overvoltage;
26776;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
10520;Surcharge;Sobrecarga;Overload;
26904;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
10648;Surchauffe;Sobretemperatura;Overtemperature;
27032;Contrôlez les caractéristiques techniques des composants liés.;Compruebe los datos técnicos de los componentes conectados.;Check the technical specifications of the connected components.;
10776;Rupture de fil;Rotura de hilo;Wire break;
27160;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
10904;Limite supérieure dépassée;Límite superior excedido;High limit exceeded;
27288;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
11032;Limite inférieure sous-dépassée;Límite inferior excedido;Low limit exceeded;
27416;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
11160;Erreur;Fallo;Error;
27544;;;;
11288;Simulation active;Simulación activa;Simulation active;
27672;;;;
11416;réservé;Reservado;Reserved;
27800;;;;
11544;réservé;Reservado;Reserved;
27928;;;;
11672;réservé;Reservado;Reserved;
28056;;;;
11800;réservé;Reservado;Reserved;
28184;;;;
11928;Paramètre manquant;Falta el parámetro;Parameter missing;
28312;;;;
12056;Erreur de parametrage;Error parametrizacion;Parameter assignment error;
28440;;;;
12184;Absence tension de capteur ou charge;Falta tension sensor o carga;Sensor or load voltage missing;
28568;;;;
12312;Fusible defectueux;Fusible defectuoso;Fuse defective;
28696;;;;
12440;Erreur de communication;Error de comunicacion;Slot not addressable;
28824;;;;
12568;Erreur de masse;Error de masa;Ground error;
28952;;;;
12696;Erreur voie de reference;Error canal referencia;Reference channel error;
29080;;;;
12824;Alarme processus perdue;Alarma de proceso perdida;Process interrupt lost;
29208;;;;
12952;Attention;Advertencia;Warning;
29336;;;;
13080;Arrêt;Desconexión;Shutoff;
29464;;;;
13208;Arrêt de sécurité;Desconexión de seguridad;Fail-safe shutoff;
29592;;;;
13336;Defaut externe;Error externo;external error;
29720;;;;
13464;Defaut non specifie;Error indefinido;ambiguous error;
29848;;;;
13592;réservé;Reservado;Reserved;
29976;;;;
13720;Défaut 1 de l'actionn./du capt.;Errore 1 nell´attuat./trasdutt.;Actuator/sensor fault 1;
30104;;;;
13848;Erreur 2 dans actionneur / capteur;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;
30232;;;;
13976;Channel temporary error;Channel temporary error;Channel temporary error;
30360;;;;
10152;Transmission de données impossible; @5W%t#et200pro-20110525@;Transferencia de datos imposible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;
26536;Aide : transmission de données impossible; @5W%t#et200pro-20110525@;Ayuda: Transferencia de datos imposible; @5W%t#et200pro-20110525@;Help: Data transmission impossible; @5W%t#et200pro-20110525@;
10216;Pas de connexion physique au port;No hay conexión física en el puerto;No physical connection on port;
26600;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mismo.
 Causas posibles:
 - No está enchufado ningún cable
 - Cable defectuoso
 - Cable erróneo en la configuración de puerto
 - Dispositivo partner desconectado;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
10217;Erreur pour "Support de transmission/Duplex";Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";
26601;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puerto determinada actualmente por autonegociación no concuerda con el estándar.
 Causas posibles:
 - El partner utiliza una configuración de puerto estándar diferente
 - El partner;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
10218;Erreur à la vérification des données de câble;Error al comprobar los datos de línea;Error during cable data check;
26602;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Causas posibles:
 - La longitud de línea determinada es superior al valor predeterminado en la configuración.
 - El cableado real no se corresponde con la interconexión de puerto configurada.
 - Los datos de línea no se pueden copmrobar porque el partner n;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
10280;Erreur partenaire; @5W%t#et200pro-20110525@;Error en el partner; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;
26664;Aide : erreur partenaire; @5W%t#et200pro-20110525@;Ayuda: Error en el partner; @5W%t#et200pro-20110525@;Help: Remote mismatch; @5W%t#et200pro-20110525@;
10344;Partenaire incorrect;Partner incorrecto;Wrong partner;
26728;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un partner diferente.
Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adoptar el nombre de dispositivo del partner en la conexión de puerto;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
10345;Port partenaire incorrect;Puerto partner erróneo;Wrong partner port;
26729;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un puerto partner diferente.

 Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adaptar la conexión de puerto en la configuración;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
10346;IRT (Top Performance) impossible sur ce port;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;
26730;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto partner impiden el modo IRT (solución: v. otros diagnósticos y corregirlos primero)
 - El puerto partner no está configurado correctamente para el modo IRT, es decir, la config;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
10347;Incohérence pour "Support de transmission / Duplex";Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";
26731;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner utiliza un ajuste fijo diferente
 - Este puerto tiene conectado un convertidor de medios, hub ;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
10348;Incohérence de la configuration MRP / du câblage;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;
26732;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;Se ha configurado un dominio MRP, pero la configuración del puerto local no concuerda con la configuración del puerto partner.
 Causas posibles:
 - Los puertos están mal conectados; se ha conectado un puerto en anillo con otro que no es un puerto en anillo;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
10349;Le voisin n'a pas pu être détecté;Imposible detectar el vecino;The neighbor could not be identified;
26733;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;Se ha configurado una conexión de puerto, en el puerto no se ha detectado exactamente un partner.
 Causas posibles:
 - Este puerto tiene conectado un dispositivo no conforme con PN-IO 
 - La conexión de puerto está configurada pero no hay ningún dispositiv;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
10350;Incohérence de la configuration MRRT;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;
26734;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;Se ha configurado la característica MRRT; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner no tiene configuración o su configuración no es apropiada
 - el partner no es compatible con la caracter;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
10351;Différence à la détermination de longueur de câble;Diferencia al determinar la longitud del cable;Difference in cable length measurement;
26735;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;Se ha configurado "Soporte de transferencia / dúplex". Ambos partner han detectado longitudes de cable con una diferencia de @2D%1d@ ns. Causas posibles:
 - Uso del convertidor de medios
 - Dispositivo no conforme con PN IO conectado a este puerto

 Soluci;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
10360;Nom de domaine Sync utilisé plusieurs fois;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;
26744;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;En la subred Ethernet se han configurado dos dominios Sync con el mismo nombre.
Solución: Corregir la configuración
- Separar varios dominios Sync mediante fin de Boundaries del dominio Sync (se trata de una recomendación general para limitar la expansión ;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
10408;Erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Error de redundancia de medios; @5W%t#et200pro-20110525@;Media redundancy mismatch; @5W%t#et200pro-20110525@;
26792;Aide : erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Ayuda: Redundancia de medios; @5W%t#et200pro-20110525@;Help: Media redundancy mismatch; @5W%t#et200pro-20110525@;
10472;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;
26856;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indica que el manager de redundancia asume la función de cliente y que otro manager de redundancia de mayor prioridad se ha hecho cargo de la función de manager y supervisa el anillo.
Solución: configurar la función de cliente en todos los dispositivos que;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
10473;Anneau ouvert;Anillo abierto;Ring opened;
26857;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indica que el anillo se ha interrumpido unilateralmente. No se garantiza la redundancia.
Causas posibles:
 - Un cable de unión entre los puertos en anillo está defectuoso.
 Solución: Sustituir el cable de anillo defectuoso;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
10474;Redondance RT plus garantie;Redundancia RT no garantizada;RT redundancy not effective;
26858;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 - En el anillo se encuentran uno o varios equipos que soportan la redundancia de anillo NRT, pero no la redundancia RT
 - Uno o varios equipos soportan la redundancia RT, pero ;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
10475;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;
26859;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indica que en el anillo se encuentran varios dispositivos que asumen la función de manager de redundancia. El estado del anillo es inestable.
Causas posibles:
 En el anillo se encuentra un dispositivo que sólo soporta la función de manager de redundancia j;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
10536;Perte de synchronisation; @5W%t#et200pro-20110525@;Pérdida de sincronización; @5W%t#et200pro-20110525@;Sync mismatch; @5W%t#et200pro-20110525@;
26920;Aide : perte de synchronisation; @5W%t#et200pro-20110525@;Ayuda: Pérdida de sincronización; @5W%t#et200pro-20110525@;Help: Sync mismatch; @5W%t#et200pro-20110525@;
10600;L'esclave Sync ne sera pas synchronisé;No se sincroniza el SyncSlave;Sync slave will not be synchronized;
26984;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster no está disponible (solución: conectar el SyncMaster, comprobar el cable)
 - Entre el SyncMaster y este equipo se encuentran dispositivos no aptos para sincronización (solución;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
10603;Station non synchrone;Equipo no síncrono;Station not synchronized;
26987;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;La sincronización está fuera del rango de tolerancia; la señal de referencia no es lo suficientemente exacta.
Causas posibles:
 - El equipo se resincroniza; éste es un estado temporal
 - La señal de referencia pierde su precisión necesaria en el tramo de t;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
10664;Erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Error de modo isócrono; @5W%t#et200pro-20110525@;Isochronous mode mismatch; @5W%t#et200pro-20110525@;
27048;Aide : erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Ayuda: Error de modo isócrono; @5W%t#et200pro-20110525@;Help: Isochronous mode mismatch; @5W%t#et200pro-20110525@;
10792;Erreur Multicast CR; @5W%t#et200pro-20110525@;Error CR multicast; @5W%t#et200pro-20110525@;Multicast CR mismatch; @5W%t#et200pro-20110525@;
27176;Aide : Erreur CR Multicast; @5W%t#et200pro-20110525@;Ayuda: Error CR multicast; @5W%t#et200pro-20110525@;Help: Multicast CR mismatch; @5W%t#et200pro-20110525@;
10920;réservé; @5W%t#et200pro-20110525@;Reservado; @5W%t#et200pro-20110525@;Reserved; @5W%t#et200pro-20110525@;
27304;Aide : réservée; @5W%t#et200pro-20110525@;Ayuda: Ayuda; @5W%t#et200pro-20110525@;Help: Reserved; @5W%t#et200pro-20110525@;
11048;Erreur fibre optique; @5W%t#et200pro-20110525@;Error fibra óptica; @5W%t#et200pro-20110525@;Fiber optics mismatch; @5W%t#et200pro-20110525@;
27432;Aide : erreur fibre optique; @5W%t#et200pro-20110525@;Ayuda: Error fibra óptica; @5W%t#et200pro-20110525@;Help: Fiber optics mismatch; @5W%t#et200pro-20110525@;
11112;Réserve système FO critique;Reserva de sistema de fibra óptica crítica;FO link power margin critical;
27496;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Solución: limpiar o sustituir el cableado FO inmediatamente;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
11176;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Error de función del componente de red; @5W%t#et200pro-20110525@;Network component function mismatch; @5W%t#et200pro-20110525@;
27560;Aide : erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Ayuda: Error de función del componente de red; @5W%t#et200pro-20110525@;Help: Network component function mismatch; @5W%t#et200pro-20110525@;
11240;Paquets de données rejetés pour surcharge;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;
27624;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recursos.
Causas posibles:
 - Elevada reserva de ancho de banda para IRT y carga NRT adicional (solución: reducir la reserva de ancho de banda)
 - Agrupación de pequeñas cargas de com;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
11304;Erreur d'horloge; @5W%t#et200pro-20110525@;Error de tiempo; @5W%t#et200pro-20110525@;Time mismatch; @5W%t#et200pro-20110525@;
27688;Aide : erreur de temporisation; @5W%t#et200pro-20110525@;Ayuda: Error de tiempo; @5W%t#et200pro-20110525@;Help: Time mismatch; @5W%t#et200pro-20110525@;
11880;Configuration incohérente/Spécification du routeur par défaut;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;
28264;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;Se ha configurado un gateway predeterminado como mínimo para otro interface. Este gateway es distinto de lo especificado para este interface. 
Atención: en este dispositivo no está claro cuál de los gateways predeterminados configurados se utilizará.;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
