//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
4747;Equipo no síncrono;Station not synchronized;Station non synchrone;
21131;La sincronización está fuera del rango d;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
6440;Error de modo isócrono; @5W%t#RF180C-20100329@;Isochronous mode mismatch; @5W%t#RF180C-20100329@;Erreur de synchronisme d'horloge; @5W%t#RF180C-20100329@;
22824;Ayuda: Error de modo isócrono; @5W%t#RF1;Help: Isochronous mode mismatch; @5W%t#R;Aide : erreur de synchronisme d'horloge;;
9832;Error CR multicast; @5W%t#RF180C-20100329@;Multicast CR mismatch; @5W%t#RF180C-20100329@;Erreur Multicast CR; @5W%t#RF180C-20100329@;
26216;Ayuda: Error CR multicast; @5W%t#RF180C-;Help: Multicast CR mismatch; @5W%t#RF180;Aide : Erreur CR Multicast; @5W%t#RF180C;
13224;Reservado; @5W%t#RF180C-20100329@;Reserved; @5W%t#RF180C-20100329@;réservé; @5W%t#RF180C-20100329@;
29608;Ayuda: Ayuda; @5W%t#RF180C-20100329@;Help: Reserved; @5W%t#RF180C-20100329@;Aide : réservée; @5W%t#RF180C-20100329@;
304;Error fibra óptica; @5W%t#RF180C-20100329@;Fiber optics mismatch; @5W%t#RF180C-20100329@;Erreur fibre optique; @5W%t#RF180C-20100329@;
16688;Ayuda: Error fibra óptica; @5W%t#RF180C-;Help: Fiber optics mismatch; @5W%t#RF180;Aide : erreur fibre optique; @5W%t#RF180;
2000;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
18384;La reserva de sistema FO se encuentra po;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
3696;Error de función del componente de red; @5W%t#RF180C-20100329@;Network component function mismatch; @5W%t#RF180C-20100329@;Erreur de fonctionnement du composant réseau; @5W%t#RF180C-20100329@;
20080;Ayuda: Error de función del componente d;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
5392;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
21776;Como mínimo @2D%1d@ paquetes de datos ha;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
7088;Error de tiempo; @5W%t#RF180C-20100329@;Time mismatch; @5W%t#RF180C-20100329@;Erreur d'horloge; @5W%t#RF180C-20100329@;
23472;Ayuda: Error de tiempo; @5W%t#RF180C-201;Help: Time mismatch; @5W%t#RF180C-201003;Aide : erreur de temporisation; @5W%t#RF;
6040;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
22424;Se ha configurado un gateway predetermin;A standard gateway has been configured f;Un autre routeur par défaut a été config;
6041;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
22425;Para otra interfaz de este módulo ya se ;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
6042;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
22426;Para otra interfaz ya se ha configurado/;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
7066;diagnosis RF180C: Error de coneccion con el SLG;Diagnostic RF180C: Connection error to SLG;Diagnose RF180C: Erreur de liaison au SLG;
23450;;;;
7494;diagnosis RF180C: ASM iniciado;Diagnostic RF180C: ASM has started up;Diagnose RF180C: ASM est demarre;
23878;;;;
7912;diagnosis RF180C: Cortocirc. en la conec. del SLG;Diagnostic RF180C: Short circuit to SLG;Diagnose RF180C: Court-circuit sur SLG;
24296;;;;
7915;diagnosis RF180C: Error grave;Diagnostic RF180C: Fatal error;Diagnose RF180C: Erreur bloquante;
24299;;;;
8343;diagnosis RF180C: Error hardware;Diagnostic RF180C: Hardware error;Diagnose RF180C: Defaut materiel;
24727;;;;
0;diagnosis RF180C: Error cargador;Diagnostic RF180C: Loader error;Diagnose RF180C: Erreur du chargeur;
16384;;;;
13848;diagnosis RF180C: Descarga activada;Diagnostic RF180C: Download active;Diagnose RF180C: Chargement active;
30232;;;;
13849;diagnosis RF180C: Descarga terminada;Diagnostic RF180C: Download finished;Diagnose RF180C: Chargement termine;
30233;;;;
13852;diagnosis RF180C: Error descarga;Diagnostic RF180C: Download error;Diagnose RF180C: Erreur de chargement;
30236;;;;
9464;;;;
25848;;;;
12856;Cortocircuito;Short circuit;Court-circuit;
29240;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
16248;Baja tensión;Low voltage;Sous-tension;
32632;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
3328;Sobretensión;Overvoltage;Surtension;
19712;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
6720;Sobrecarga;Overload;Surcharge;
23104;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
10112;Sobretemperatura;Overtemperature;Surchauffe;
26496;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13504;Rotura de hilo;Wire break;Rupture de fil;
29888;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
584;Límite superior excedido;High limit exceeded;Limite supérieure dépassée;
16968;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3976;Límite inferior excedido;Low limit exceeded;Limite inférieure sous-dépassée;
20360;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
7368;Fallo;Error;Erreur;
23752;;;;
10760;Simulación activa;Simulation active;Simulation active;
27144;;;;
14152;Reservado;Reserved;réservé;
30536;;;;
1232;Reservado;Reserved;réservé;
17616;;;;
4624;Reservado;Reserved;réservé;
21008;;;;
8016;Reservado;Reserved;réservé;
24400;;;;
11408;Falta el parámetro;Parameter missing;Paramètre manquant;
27792;;;;
14800;Error parametrizacion;Parameter assignment error;Erreur de parametrage;
31184;;;;
1880;Falta tension sensor o carga;Sensor or load voltage missing;Absence tension de capteur ou charge;
18264;;;;
5272;Fusible defectuoso;Fuse defective;Fusible defectueux;
21656;;;;
8664;Error de comunicacion;Slot not addressable;Erreur de communication;
25048;;;;
12056;Error de masa;Ground error;Erreur de masse;
28440;;;;
15448;Error canal referencia;Reference channel error;Erreur voie de reference;
31832;;;;
2528;Alarma de proceso perdida;Process interrupt lost;Alarme processus perdue;
18912;;;;
5920;Advertencia;Warning;Attention;
22304;;;;
9312;Desconexión;Shutoff;Arrêt;
25696;;;;
12704;Desconexión de seguridad;Fail-safe shutoff;Arrêt de sécurité;
29088;;;;
16096;Error externo;external error;Defaut externe;
32480;;;;
3176;Error indefinido;ambiguous error;Defaut non specifie;
19560;;;;
6568;Reservado;Reserved;réservé;
22952;;;;
9960;Errore 1 nell´attuat./trasdutt.;Actuator/sensor fault 1;Défaut 1 de l'actionn./du capt.;
26344;;;;
13352;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29736;;;;
432;Channel temporary error;Channel temporary error;Channel temporary error;
16816;;;;
13280;Transferencia de datos imposible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;Transmission de données impossible; @5W%t#et200pro-20110525@;
29664;Ayuda: Transferencia de datos imposible;;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
14976;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
31360;Se ha configurado la vigilancia del puer;Port monitoring was configured, there is;Une surveillance de port a été configuré;
14977;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
31361;"Soporte de transferencia / dúplex" se h;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
14978;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
31362;Causas posibles:
 - La longitud de línea;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
360;Error en el partner; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;Erreur partenaire; @5W%t#et200pro-20110525@;
16744;Ayuda: Error en el partner; @5W%t#et200p;Help: Remote mismatch; @5W%t#et200pro-20;Aide : erreur partenaire; @5W%t#et200pro;
2056;Partner incorrecto;Wrong partner;Partenaire incorrect;
18440;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2057;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
18441;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2058;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
18442;Causas posibles:
 - Otros errores de com;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
2059;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
18443;Se ha configurado el "Medio de transmisi;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
2060;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
18444;Se ha configurado un dominio MRP, pero l;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
2061;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
18445;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2062;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
18446;Se ha configurado la característica MRRT;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
2063;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
18447;Se ha configurado "Soporte de transferen;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
2480;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
18864;En la subred Ethernet se han configurado;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
3752;Error de redundancia de medios; @5W%t#et200pro-20110525@;Media redundancy mismatch; @5W%t#et200pro-20110525@;Erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;
20136;Ayuda: Redundancia de medios; @5W%t#et20;Help: Media redundancy mismatch; @5W%t#e;Aide : erreur de redondance de supports ;
5448;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
21832;Indica que el manager de redundancia asu;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
5449;Anillo abierto;Ring opened;Anneau ouvert;
21833;Indica que el anillo se ha interrumpido ;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
5450;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
21834;Indica que el anillo para la comunicació;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
5451;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
21835;Indica que en el anillo se encuentran va;Indicates that more than one device in t;Indique que plusieurs appareils assument;
7144;Pérdida de sincronización; @5W%t#et200pro-20110525@;Sync mismatch; @5W%t#et200pro-20110525@;Perte de synchronisation; @5W%t#et200pro-20110525@;
23528;Ayuda: Pérdida de sincronización; @5W%t#;Help: Sync mismatch; @5W%t#et200pro-2011;Aide : perte de synchronisation; @5W%t#e;
8840;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
25224;El equipo es un SyncSlave y no se sincro;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
8843;Equipo no síncrono;Station not synchronized;Station non synchrone;
25227;La sincronización está fuera del rango d;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
10536;Error de modo isócrono; @5W%t#et200pro-20110525@;Isochronous mode mismatch; @5W%t#et200pro-20110525@;Erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;
26920;Ayuda: Error de modo isócrono; @5W%t#et2;Help: Isochronous mode mismatch; @5W%t#e;Aide : erreur de synchronisme d'horloge;;
13928;Error CR multicast; @5W%t#et200pro-20110525@;Multicast CR mismatch; @5W%t#et200pro-20110525@;Erreur Multicast CR; @5W%t#et200pro-20110525@;
30312;Ayuda: Error CR multicast; @5W%t#et200pr;Help: Multicast CR mismatch; @5W%t#et200;Aide : Erreur CR Multicast; @5W%t#et200p;
1008;Reservado; @5W%t#et200pro-20110525@;Reserved; @5W%t#et200pro-20110525@;réservé; @5W%t#et200pro-20110525@;
17392;Ayuda: Ayuda; @5W%t#et200pro-20110525@;Help: Reserved; @5W%t#et200pro-20110525@;Aide : réservée; @5W%t#et200pro-20110525;
4400;Error fibra óptica; @5W%t#et200pro-20110525@;Fiber optics mismatch; @5W%t#et200pro-20110525@;Erreur fibre optique; @5W%t#et200pro-20110525@;
20784;Ayuda: Error fibra óptica; @5W%t#et200pr;Help: Fiber optics mismatch; @5W%t#et200;Aide : erreur fibre optique; @5W%t#et200;
6096;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
22480;La reserva de sistema FO se encuentra po;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
7792;Error de función del componente de red; @5W%t#et200pro-20110525@;Network component function mismatch; @5W%t#et200pro-20110525@;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;
24176;Ayuda: Error de función del componente d;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
9488;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
25872;Como mínimo @2D%1d@ paquetes de datos ha;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
11184;Error de tiempo; @5W%t#et200pro-20110525@;Time mismatch; @5W%t#et200pro-20110525@;Erreur d'horloge; @5W%t#et200pro-20110525@;
27568;Ayuda: Error de tiempo; @5W%t#et200pro-2;Help: Time mismatch; @5W%t#et200pro-2011;Aide : erreur de temporisation; @5W%t#et;
10136;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
26520;Se ha configurado un gateway predetermin;A standard gateway has been configured f;Un autre routeur par défaut a été config;
10137;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
26521;Para otra interfaz de este módulo ya se ;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
10138;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
26522;Para otra interfaz ya se ha configurado/;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
1032;;;;
17416;;;;
4424;Cortocircuito;Short circuit;Court-circuit;
20808;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
7816;Baja tensión;Low voltage;Sous-tension;
24200;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
11208;Sobretensión;Overvoltage;Surtension;
27592;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
14600;Sobrecarga;Overload;Surcharge;
30984;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
1680;Sobretemperatura;Overtemperature;Surchauffe;
18064;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
5072;Rotura de hilo;Wire break;Rupture de fil;
21456;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
8464;Límite superior excedido;High limit exceeded;Limite supérieure dépassée;
24848;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
11856;Límite inferior excedido;Low limit exceeded;Limite inférieure sous-dépassée;
28240;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
15248;Fallo;Error;Erreur;
31632;;;;
2328;Simulación activa;Simulation active;Simulation active;
18712;;;;
5720;Reservado;Reserved;réservé;
22104;;;;
9112;Reservado;Reserved;réservé;
25496;;;;
12504;Reservado;Reserved;réservé;
28888;;;;
15896;Reservado;Reserved;réservé;
32280;;;;
2976;Falta el parámetro;Parameter missing;Paramètre manquant;
19360;;;;
6368;Error de parametrización;Parameter assignment error;Erreur de paramétrage;
22752;Causa: Parámetros de módulo incorrectos.;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
9760;Falta tensión de sensores o de carga;Power supply fault;Absence de tension capteur ou de charge;
26144;Causa: Falta tensión de carga. Solución:;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
13152;Fusible defectuoso;Fuse blown / open;Fusible defectueux;
29536;Causa: Sobrecarga. Solución: Eliminar la;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
232;El slot no responde;Slot cannot be addressed;Emplacement non accessible;
16616;Causa: Error de comunicación de diferent;Cause: Communication error with various ;Cause : erreur de communication à cause ;
3624;Defecto a masa;Ground fault;Défaut à la masse;
20008;Causa: Tensión en modo común rebasada o ;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
7016;Error del canal de referencia;Reference point list;Erreur de voie de référence;
23400;Causa: Error en el canal de referencia. ;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
10408;Alarma de proceso perdida;Process event lost / sampling error;Alarme de processus perdue;
26792;Causa: Alarma de proceso. Solución: Camb;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
13800;Advertencia de actuador;Threshold warning;Avertissement actionneur;
30184;Causa: El actuador notifica el rebase de;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
880;Desconexión de actuador;Output disabled;Coupure actionneur;
17264;Causa: Se ha detectado un problema con e;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
4272;Desconexión orientada a seguridad;Safety event;Arrêt de sécurité;
20656;Causa: Se ha detectado un fallo en el ca;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
7664;Error externo;External fault;Défaut externe;
24048;Causa: Se ha detectado un fallo en el se;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
11056;Error no definido;Unidentified error;Défaut non spécifié;
27440;Causa: No se puede especificar con detal;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
14448;Reservado;Reserved;réservé;
30832;;;;
1528;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
17912;;;;
4920;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
21304;;;;
8312;Fallo temporal;Temporary error;Erreur temporaire;
24696;;;;
4848;Transferencia de datos imposible; @5W%t#ErrTextLibExPN@;Data transmission impossible; @5W%t#ErrTextLibExPN@;Transmission de données impossible; @5W%t#ErrTextLibExPN@;
21232;Ayuda: Transferencia de datos imposible;;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
6544;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
22928;Se ha configurado la vigilancia del puer;Port monitoring was configured, there is;Une surveillance de port a été configuré;
6545;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
22929;"Soporte de transferencia / dúplex" se h;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
6546;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
22930;Causas posibles:
 - La longitud de línea;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
8240;Error en el partner; @5W%t#ErrTextLibExPN@;Remote mismatch; @5W%t#ErrTextLibExPN@;Erreur partenaire; @5W%t#ErrTextLibExPN@;
24624;Ayuda: Error en el partner; @5W%t#ErrTex;Help: Remote mismatch; @5W%t#ErrTextLibE;Aide : erreur partenaire; @5W%t#ErrTextL;
9936;Partner incorrecto;Wrong partner;Partenaire incorrect;
26320;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
9937;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
26321;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
9938;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
26322;Causas posibles:
 - Otros errores de com;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
9939;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
26323;Se ha configurado el "Medio de transmisi;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
9940;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
26324;Se ha configurado un dominio MRP, pero l;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
9941;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
26325;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
9942;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
26326;Se ha configurado la característica MRRT;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
9943;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
26327;Se ha configurado "Soporte de transferen;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
10360;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
26744;En la subred Ethernet se han configurado;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
11632;Error de redundancia de medios; @5W%t#ErrTextLibExPN@;Media redundancy mismatch; @5W%t#ErrTextLibExPN@;Erreur de redondance de supports de transmission; @5W%t#ErrTextLibExPN@;
28016;Ayuda: Redundancia de medios; @5W%t#ErrT;Help: Media redundancy mismatch; @5W%t#E;Aide : erreur de redondance de supports ;
13328;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
29712;Indica que el manager de redundancia asu;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
13329;Anillo abierto;Ring opened;Anneau ouvert;
29713;Indica que el anillo se ha interrumpido ;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
13330;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
29714;Indica que el anillo para la comunicació;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
13331;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29715;Indica que en el anillo se encuentran va;Indicates that more than one device in t;Indique que plusieurs appareils assument;
15024;Pérdida de sincronización; @5W%t#ErrTextLibExPN@;Sync mismatch; @5W%t#ErrTextLibExPN@;Perte de synchronisation; @5W%t#ErrTextLibExPN@;
31408;Ayuda: Pérdida de sincronización; @5W%t#;Help: Sync mismatch; @5W%t#ErrTextLibExP;Aide : perte de synchronisation; @5W%t#E;
408;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
16792;El equipo es un SyncSlave y no se sincro;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
411;Equipo no síncrono;Station not synchronized;Station non synchrone;
16795;La sincronización está fuera del rango d;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
2104;Error de modo isócrono; @5W%t#ErrTextLibExPN@;Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;Erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;
18488;Ayuda: Error de modo isócrono; @5W%t#Err;Help: Isochronous mode mismatch; @5W%t#E;Aide : erreur de synchronisme d'horloge;;
5496;Error CR multicast; @5W%t#ErrTextLibExPN@;Multicast CR mismatch; @5W%t#ErrTextLibExPN@;Erreur Multicast CR; @5W%t#ErrTextLibExPN@;
21880;Ayuda: Error CR multicast; @5W%t#ErrText;Help: Multicast CR mismatch; @5W%t#ErrTe;Aide : Erreur CR Multicast; @5W%t#ErrTex;
8888;Reservado; @5W%t#ErrTextLibExPN@;Reserved; @5W%t#ErrTextLibExPN@;réservé; @5W%t#ErrTextLibExPN@;
25272;Ayuda: Ayuda; @5W%t#ErrTextLibExPN@;Help: Reserved; @5W%t#ErrTextLibExPN@;Aide : réservée; @5W%t#ErrTextLibExPN@;
12280;Error fibra óptica; @5W%t#ErrTextLibExPN@;Fiber optics mismatch; @5W%t#ErrTextLibExPN@;Erreur fibre optique; @5W%t#ErrTextLibExPN@;
28664;Ayuda: Error fibra óptica; @5W%t#ErrText;Help: Fiber optics mismatch; @5W%t#ErrTe;Aide : erreur fibre optique; @5W%t#ErrTe;
13976;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
30360;La reserva de sistema FO se encuentra po;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
15672;Error de función del componente de red; @5W%t#ErrTextLibExPN@;Network component function mismatch; @5W%t#ErrTextLibExPN@;Erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;
32056;Ayuda: Error de función del componente d;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
1056;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
17440;Como mínimo @2D%1d@ paquetes de datos ha;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
2752;Error de tiempo; @5W%t#ErrTextLibExPN@;Time mismatch; @5W%t#ErrTextLibExPN@;Erreur d'horloge; @5W%t#ErrTextLibExPN@;
19136;Ayuda: Error de tiempo; @5W%t#ErrTextLib;Help: Time mismatch; @5W%t#ErrTextLibExP;Aide : erreur de temporisation; @5W%t#Er;
1704;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
18088;Se ha configurado un gateway predetermin;A standard gateway has been configured f;Un autre routeur par défaut a été config;
1705;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
18089;Para otra interfaz de este módulo ya se ;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
1706;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
18090;Para otra interfaz ya se ha configurado/;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
8976;;;;
25360;;;;
12368;Cortocircuito;Short circuit;Court-circuit;
28752;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
15760;Baja tensión;Low voltage;Sous-tension;
32144;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
2840;Sobretensión;Overvoltage;Surtension;
19224;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
6232;Sobrecarga;Overload;Surcharge;
22616;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
9624;Sobretemperatura;Overtemperature;Surchauffe;
26008;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13016;Rotura de hilo;Wire break;Rupture de fil;
