//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;;
$_Languages;;;;
30648;Une surveillance de port a été configurée, mais il n'existe pas de connexion phy;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mi;Port monitoring was configured, there is however no physical connection on the p;
14265;Erreur pour "Support de transmission/Duplex";Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";
30649;"Support de transmission / Duplex" a été configuré ; la sélection de port déterm;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puert;"Transfer medium / duplex" was configured; the current port setting resulting fr;
14266;Erreur à la vérification des données de câble;Error al comprobar los datos de línea;Error during cable data check;
30650;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 ;Causas posibles:
 - La longitud de línea determinada es superior al valor predet;Possible causes:
 - The discovered cable length is longer than the one configure;
14328;Erreur partenaire; @5W%t#PNPNIOC-20110429@;Error en el partner; @5W%t#PNPNIOC-20110429@;Remote mismatch; @5W%t#PNPNIOC-20110429@;
30712;Aide : erreur partenaire; @5W%t#PNPNIOC-20110429@;Ayuda: Error en el partner; @5W%t#PNPNIOC-20110429@;Help: Remote mismatch; @5W%t#PNPNIOC-20110429@;
14392;Partenaire incorrect;Partner incorrecto;Wrong partner;
30776;Une connexion de port a été configurée, un autre partenaire a été déterminé pour;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un p;A port interconnection was configured but a different partner was detected at th;
14393;Port partenaire incorrect;Puerto partner erróneo;Wrong partner port;
30777;Une connexion de port a été configurée, un autre port partenaire a été déterminé;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un;A port interconnection was configured but a different partner port was detected ;
14394;IRT (Top Performance) impossible sur ce port;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;
30778;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto ;Possible causes:
 - Other communications errors on this or on the partner port a;
14395;Incohérence pour "Support de transmission / Duplex";Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";
30779;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pou;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto n;"Transmission medium/duplex" was configured; the local setting of the port does ;
14396;Incohérence de la configuration MRP / du câblage;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;
30780;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du;Se ha configurado un dominio MRP, pero la configuración del puerto local no conc;MRP domain was configured; the local setting of the port does not match the sett;
14397;Le voisin n'a pas pu être détecté;Imposible detectar el vecino;The neighbor could not be identified;
30781;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté;Se ha configurado una conexión de puerto, en el puerto no se ha detectado exacta;A port interconnection was configured but a single partner was not detected at t;
14398;Incohérence de la configuration MRRT;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;
30782;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont;Se ha configurado la característica MRRT; el ajuste local del puerto no es compa;The MRRT feature was configured; the local setting of the port does not match th;
14399;Différence à la détermination de longueur de câble;Diferencia al determinar la longitud del cable;Difference in cable length measurement;
30783;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont dét;Se ha configurado "Soporte de transferencia / dúplex". Ambos partner han detecta;"Transmission medium / Duplex" was configured. The two partners have cable lengt;
14408;Nom de domaine Sync utilisé plusieurs fois;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;
30792;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solut;En la subred Ethernet se han configurado dos dominios Sync con el mismo nombre.
;Two sync domains with the same name were configured in the Ethernet subnet.
Reme;
14456;Erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Error de redundancia de medios; @5W%t#PNPNIOC-20110429@;Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
30840;Aide : erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Ayuda: Redundancia de medios; @5W%t#PNPNIOC-20110429@;Help: Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
14520;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;
30904;Signifie que le gestionnaire de redondance configuré remplit le rôle de client e;Indica que el manager de redundancia asume la función de cliente y que otro mana;Indicates that the configured redundancy manager adopts the role of client, anot;
14521;Anneau ouvert;Anillo abierto;Ring opened;
30905;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus ga;Indica que el anillo se ha interrumpido unilateralmente. No se garantiza la redu;Indicates that the ring has been interrupted. Redundancy is no longer effective.;
14522;Redondance RT plus garantie;Redundancia RT no garantizada;RT redundancy not effective;
30906;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles ;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 ;Indicates that the ring is not closed for RT communication. Possible causes:
 - ;
14523;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;
30907;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance d;Indica que en el anillo se encuentran varios dispositivos que asumen la función ;Indicates that more than one device in the ring adopts the redundancy manager ro;
14584;Perte de synchronisation; @5W%t#PNPNIOC-20110429@;Pérdida de sincronización; @5W%t#PNPNIOC-20110429@;Sync mismatch; @5W%t#PNPNIOC-20110429@;
30968;Aide : perte de synchronisation; @5W%t#PNPNIOC-20110429@;Ayuda: Pérdida de sincronización; @5W%t#PNPNIOC-20110429@;Help: Sync mismatch; @5W%t#PNPNIOC-20110429@;
14648;L'esclave Sync ne sera pas synchronisé;No se sincroniza el SyncSlave;Sync slave will not be synchronized;
31032;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - ;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster ;The station is a sync slave and it is not synchronized.
Possible causes:
 - The ;
14651;Station non synchrone;Equipo no síncrono;Station not synchronized;
31035;La synchronisation se trouve hors de la plage de tolérance ; le signal de référe;La sincronización está fuera del rango de tolerancia; la señal de referencia no ;Synchronization is outside the range of tolerance; the reference signal is not a;
14712;Erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Error de modo isócrono; @5W%t#PNPNIOC-20110429@;Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
31096;Aide : erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Ayuda: Error de modo isócrono; @5W%t#PNPNIOC-20110429@;Help: Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
14840;Erreur Multicast CR; @5W%t#PNPNIOC-20110429@;Error CR multicast; @5W%t#PNPNIOC-20110429@;Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
31224;Aide : Erreur CR Multicast; @5W%t#PNPNIOC-20110429@;Ayuda: Error CR multicast; @5W%t#PNPNIOC-20110429@;Help: Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
14968;réservé; @5W%t#PNPNIOC-20110429@;Reservado; @5W%t#PNPNIOC-20110429@;Reserved; @5W%t#PNPNIOC-20110429@;
31352;Aide : réservée; @5W%t#PNPNIOC-20110429@;Ayuda: Ayuda; @5W%t#PNPNIOC-20110429@;Help: Reserved; @5W%t#PNPNIOC-20110429@;
15096;Erreur fibre optique; @5W%t#PNPNIOC-20110429@;Error fibra óptica; @5W%t#PNPNIOC-20110429@;Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
31480;Aide : erreur fibre optique; @5W%t#PNPNIOC-20110429@;Ayuda: Error fibra óptica; @5W%t#PNPNIOC-20110429@;Help: Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
15160;Réserve système FO critique;Reserva de sistema de fibra óptica crítica;FO link power margin critical;
31544;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nett;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Soluci;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or repl;
15224;Erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Error de función del componente de red; @5W%t#PNPNIOC-20110429@;Network component function mismatch; @5W%t#PNPNIOC-20110429@;
31608;Aide : erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Ayuda: Error de función del componente de red; @5W%t#PNPNIOC-20110429@;Help: Network component function mismatch; @5W%t#PNPNIOC-20110429@;
15288;Paquets de données rejetés pour surcharge;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;
31672;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temp;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recurso;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possibl;
15352;Erreur d'horloge; @5W%t#PNPNIOC-20110429@;Error de tiempo; @5W%t#PNPNIOC-20110429@;Time mismatch; @5W%t#PNPNIOC-20110429@;
31736;Aide : erreur de temporisation; @5W%t#PNPNIOC-20110429@;Ayuda: Error de tiempo; @5W%t#PNPNIOC-20110429@;Help: Time mismatch; @5W%t#PNPNIOC-20110429@;
15928;Configuration incohérente/Spécification du routeur par défaut;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;
32312;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
;Se ha configurado un gateway predeterminado como mínimo para otro interface. Est;A standard gateway has been configured for at least one additional interface tha;
15929;Configuration incohérente/Spécification du NameOfStation;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;
32313;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce m;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dis;A NameOfStation which is identical to the specification for this interface has a;
15930;Configuration incohérente/Spécification de l'adresse IP;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;
32314;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuent;An IP address which is in the same subnet as the IP address of this interface ha;
13096;Défaillance de l'alimentation en tension gauche;Fallo tensión de alimentación izquierda;Failure of power supply left;
29480;;;;
13097;Défaillance de l'alimentation en tension droit;Fallo tensión de alimentación derecha;Failure of power supply right;
29481;;;;
13608;Erreur de paramétrage: Autre sous-réseau non configuré;Error de configuración: Otra subred no configurada;Projection fault: Other subnet not projected;
29992;;;;
13609;Erreur de paramétrage: Configuration divergente des sous-réseaux;Error de configuración: Configuración divergente de las subredes;Projection fault: Difference between netsides;
29993;;;;
13611;Erreur de paramétrage: DIA activé, mais aucune donnée d'entrée n'est configurée;Error de configuración: DIA activo, pero no hay datos de entrada configurados;Projection fault: DIA set, but no Input data configured;
29995;;;;
14120;Data  invalid;Data  invalid;Data  invalid;
30504;;;;
