"V01.00.000"
"$_Languages"
"10(1) Espagnol (traditionnel)";"12(1) Français (France)";"9(2) Anglais (Royaume-Uni)";"513(1) Key"
"apres selection engagement zone, appuyer sur le bouton rearmement ou marche
cycle

HMI : Display : Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
*ODIL_ID:1932_59*
";"apres selection engagement zone, appuyer sur le bouton rearmement ou marche
cycle

HMI : Display : Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
*ODIL_ID:1932_59*
";"apres selection engagement zone, appuyer sur le bouton rearmement ou marche
cycle

HMI : Display : Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
*ODIL_ID:1932_59*
";""
"Diagnosis : Fault Number List, specific to this FB on IHMP
*ODIL_ID:1932_60*
";"Diagnosis : Fault Number List, specific to this FB on IHMP
*ODIL_ID:1932_60*
";"Diagnosis : Fault Number List, specific to this FB on IHMP
*ODIL_ID:1932_60*
";""
"(English further below)
Code : N° de defaut ou d’alarme en Decimal

         1  :Attente validation mode de marche
         2  :Basculer le commutateur du pup 1 sur auto
         4  :Basculer le commutateur du pup 2 sur auto
         8  :Basculer le commutateur du pup 3 sur auto
         16 :Basculer le commutateur du pup 4 sur auto
         32 :Zone en Mode special
         64 :Appuyer sur le bouton marche cycle
         128 :Blocage zone pour documentation de l'arret- apres documentation
de l'arret appuyer sur rearmement
         256 :Arret zone suite a non engagement de la zone-apres selection
engagement zone appuyer sur le bouton rearmement
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*******************************************************************************
Code : Fault or Alarm Number in DEC
         1  :Waiting for Running mode Validation
         2  :Switch Panel 1 Selector to AUTO
         4  :Switch Panel 2 Selector to AUTO
         8  :Switch Panel 3 Selector to AUTO
         16 :Switch Panel 4 Selector to AUTO
         32 :Zone in Special Mode
         64 :Push Cycle Start button
         128 :Zone hold because stop log must be filled in.
After filling the stop log in SMPLOC, push control on or cycle start button.
         256 :Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*ODIL_ID:1932_61*
";"(English further below)
Code : N° de defaut ou d’alarme en Decimal

         1  :Attente validation mode de marche
         2  :Basculer le commutateur du pup 1 sur auto
         4  :Basculer le commutateur du pup 2 sur auto
         8  :Basculer le commutateur du pup 3 sur auto
         16 :Basculer le commutateur du pup 4 sur auto
         32 :Zone en Mode special
         64 :Appuyer sur le bouton marche cycle
         128 :Blocage zone pour documentation de l'arret- apres documentation
de l'arret appuyer sur rearmement
         256 :Arret zone suite a non engagement de la zone-apres selection
engagement zone appuyer sur le bouton rearmement
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*******************************************************************************
Code : Fault or Alarm Number in DEC
         1  :Waiting for Running mode Validation
         2  :Switch Panel 1 Selector to AUTO
         4  :Switch Panel 2 Selector to AUTO
         8  :Switch Panel 3 Selector to AUTO
         16 :Switch Panel 4 Selector to AUTO
         32 :Zone in Special Mode
         64 :Push Cycle Start button
         128 :Zone hold because stop log must be filled in.
After filling the stop log in SMPLOC, push control on or cycle start button.
         256 :Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*ODIL_ID:1932_61*
";"(English further below)
Code : N° de defaut ou d’alarme en Decimal

         1  :Attente validation mode de marche
         2  :Basculer le commutateur du pup 1 sur auto
         4  :Basculer le commutateur du pup 2 sur auto
         8  :Basculer le commutateur du pup 3 sur auto
         16 :Basculer le commutateur du pup 4 sur auto
         32 :Zone en Mode special
         64 :Appuyer sur le bouton marche cycle
         128 :Blocage zone pour documentation de l'arret- apres documentation
de l'arret appuyer sur rearmement
         256 :Arret zone suite a non engagement de la zone-apres selection
engagement zone appuyer sur le bouton rearmement
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*******************************************************************************
Code : Fault or Alarm Number in DEC
         1  :Waiting for Running mode Validation
         2  :Switch Panel 1 Selector to AUTO
         4  :Switch Panel 2 Selector to AUTO
         8  :Switch Panel 3 Selector to AUTO
         16 :Switch Panel 4 Selector to AUTO
         32 :Zone in Special Mode
         64 :Push Cycle Start button
         128 :Zone hold because stop log must be filled in.
After filling the stop log in SMPLOC, push control on or cycle start button.
         256 :Zone is stopped because SMP is not in service.
After selecting ""Zone SMP in service"", push control on or cycle start button
         512 :
         1024:
         2048:
         4096:
         8192:
         16384:
         32768:
*ODIL_ID:1932_61*
";""
"Fault code reset
*ODIL_ID:1932_62*
";"Fault code reset
*ODIL_ID:1932_62*
";"Fault code reset
*ODIL_ID:1932_62*
";""
"Management of HMI Alarm Information
*ODIL_ID:1932_63*
";"Management of HMI Alarm Information
*ODIL_ID:1932_63*
";"Management of HMI Alarm Information
*ODIL_ID:1932_63*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_64*
";"Management of HMI Faults Information
*ODIL_ID:1932_64*
";"Management of HMI Faults Information
*ODIL_ID:1932_64*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_65*
";"Management of HMI Faults Information
*ODIL_ID:1932_65*
";"Management of HMI Faults Information
*ODIL_ID:1932_65*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_66*
";"Management of HMI Faults Information
*ODIL_ID:1932_66*
";"Management of HMI Faults Information
*ODIL_ID:1932_66*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_67*
";"Management of HMI Faults Information
*ODIL_ID:1932_67*
";"Management of HMI Faults Information
*ODIL_ID:1932_67*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_68*
";"Management of HMI Faults Information
*ODIL_ID:1932_68*
";"Management of HMI Faults Information
*ODIL_ID:1932_68*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_69*
";"Management of HMI Faults Information
*ODIL_ID:1932_69*
";"Management of HMI Faults Information
*ODIL_ID:1932_69*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_70*
";"Management of HMI Faults Information
*ODIL_ID:1932_70*
";"Management of HMI Faults Information
*ODIL_ID:1932_70*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_71*
";"Management of HMI Faults Information
*ODIL_ID:1932_71*
";"Management of HMI Faults Information
*ODIL_ID:1932_71*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_72*
";"Management of HMI Faults Information
*ODIL_ID:1932_72*
";"Management of HMI Faults Information
*ODIL_ID:1932_72*
";""
"Management of HMI Faults Information
*ODIL_ID:1932_73*
";"Management of HMI Faults Information
*ODIL_ID:1932_73*
";"Management of HMI Faults Information
*ODIL_ID:1932_73*
";""
"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 1 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_74*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 1 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_74*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 1 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_74*
";""
"HMI1 Communication Check
*ODIL_ID:1932_75*
";"HMI1 Communication Check
*ODIL_ID:1932_75*
";"HMI1 Communication Check
*ODIL_ID:1932_75*
";""
"HMI1 Communication Check
*ODIL_ID:1932_76*
";"HMI1 Communication Check
*ODIL_ID:1932_76*
";"HMI1 Communication Check
*ODIL_ID:1932_76*
";""
"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 2 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_77*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 2 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_77*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 2 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_77*
";""
"HMI2 Communication Check
*ODIL_ID:1932_78*
";"HMI2 Communication Check
*ODIL_ID:1932_78*
";"HMI2 Communication Check
*ODIL_ID:1932_78*
";""
"HMI2 Communication Check
*ODIL_ID:1932_79*
";"HMI2 Communication Check
*ODIL_ID:1932_79*
";"HMI2 Communication Check
*ODIL_ID:1932_79*
";""
"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 3 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_80*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 3 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_80*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 3 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_80*
";""
"HMI3 Communication Check
*ODIL_ID:1932_81*
";"HMI3 Communication Check
*ODIL_ID:1932_81*
";"HMI3 Communication Check
*ODIL_ID:1932_81*
";""
"HMI3 Communication Check
*ODIL_ID:1932_82*
";"HMI3 Communication Check
*ODIL_ID:1932_82*
";"HMI3 Communication Check
*ODIL_ID:1932_82*
";""
"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 4 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_83*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 4 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_83*
";"CONTROLE COMMUNICATION AUTOMATE <-> IHM (PUPITRE)
A definir pour interface OPC avec IHM Siemens

HMI 4 Communication Check
Communication between PLC and HMI (Operator Panel) is checked.
This must be defined for OPC server with Siemens HMI
*ODIL_ID:1932_83*
";""
"HMI4 Communication Check
*ODIL_ID:1932_84*
";"HMI4 Communication Check
*ODIL_ID:1932_84*
";"HMI4 Communication Check
*ODIL_ID:1932_84*
";""
"HMI4 Communication Check
*ODIL_ID:1932_85*
";"HMI4 Communication Check
*ODIL_ID:1932_85*
";"HMI4 Communication Check
*ODIL_ID:1932_85*
";""
"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 1
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_86*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 1
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_86*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 1
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_86*
";""
"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 2
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_87*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 2
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_87*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 2
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_87*
";""
"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 3
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_88*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 3
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_88*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 3
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_88*
";""
"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 4
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_89*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 4
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_89*
";"Numero du pupitre en pilotage manuel , Consignes et infos pupitres

PANEL 4
Number of Panel in Manual mode, Panel instructions and information
*ODIL_ID:1932_89*
";""
"There is at least 1 (or more) instruction on WinCC flexible status header
*ODIL_ID:1932_90*
";"There is at least 1 (or more) instruction on WinCC flexible status header
*ODIL_ID:1932_90*
";"There is at least 1 (or more) instruction on WinCC flexible status header
*ODIL_ID:1932_90*
";""
"There is at least 1 (or more) information on WinCC flexible status header
*ODIL_ID:1932_91*
";"There is at least 1 (or more) information on WinCC flexible status header
*ODIL_ID:1932_91*
";"There is at least 1 (or more) information on WinCC flexible status header
*ODIL_ID:1932_91*
";""
"There is at least 1 (or more) fault that is displayed on HMI
*ODIL_ID:1932_92*
";"There is at least 1 (or more) fault that is displayed on HMI
*ODIL_ID:1932_92*
";"There is at least 1 (or more) fault that is displayed on HMI
*ODIL_ID:1932_92*
";""
"Spare.
Kept if communication fault information is necessary internally.
*ODIL_ID:1932_93*
";"Spare.
Kept if communication fault information is necessary internally.
*ODIL_ID:1932_93*
";"Spare.
Kept if communication fault information is necessary internally.
*ODIL_ID:1932_93*
";""
"Number of movement in progress
*ODIL_ID:1932_94*
";"Number of movement in progress
*ODIL_ID:1932_94*
";"Number of movement in progress
*ODIL_ID:1932_94*
";""
"Set local bit always set ""Ba1""
*ODIL_ID:1937_1*
";"Set local bit always set ""Ba1""
*ODIL_ID:1937_1*
";"Set local bit always set ""Ba1""
*ODIL_ID:1937_1*
";""
"mode de marche Automatique

OPERATOR PANEL LINK ""LIEN_PUP"" DATA FORMATTING
Automatic mode
*ODIL_ID:1937_2*
";"mode de marche Automatique

OPERATOR PANEL LINK ""LIEN_PUP"" DATA FORMATTING
Automatic mode
*ODIL_ID:1937_2*
";"mode de marche Automatique

OPERATOR PANEL LINK ""LIEN_PUP"" DATA FORMATTING
Automatic mode
*ODIL_ID:1937_2*
";""
"Mode de marche manu

Manual mode
*ODIL_ID:1937_3*
";"Mode de marche manu

Manual mode
*ODIL_ID:1937_3*
";"Mode de marche manu

Manual mode
*ODIL_ID:1937_3*
";""
"Bouton Avance Mouvement

Movement advance button
*ODIL_ID:1937_4*
";"Bouton Avance Mouvement

Movement advance button
*ODIL_ID:1937_4*
";"Bouton Avance Mouvement

Movement advance button
*ODIL_ID:1937_4*
";""
"Bouton Recul Mouvement

Movement return button
*ODIL_ID:1937_5*
";"Bouton Recul Mouvement

Movement return button
*ODIL_ID:1937_5*
";"Bouton Recul Mouvement

Movement return button
*ODIL_ID:1937_5*
";""
"Appel Montage 01 en Position de Chargement

Loading position request for Jig 01
*ODIL_ID:1937_6*
";"Appel Montage 01 en Position de Chargement

Loading position request for Jig 01
*ODIL_ID:1937_6*
";"Appel Montage 01 en Position de Chargement

Loading position request for Jig 01
*ODIL_ID:1937_6*
";""
"Appel Montage 02 en Position de Chargement

Loading position request for Jig 02
*ODIL_ID:1937_7*
";"Appel Montage 02 en Position de Chargement

Loading position request for Jig 02
*ODIL_ID:1937_7*
";"Appel Montage 02 en Position de Chargement

Loading position request for Jig 02
*ODIL_ID:1937_7*
";""
"Positions des Montages : Montage 01 en Position 1 Chargement

JIG POSITION INFORMATION
Loading position 1 for Jig01
*ODIL_ID:1937_8*
";"Positions des Montages : Montage 01 en Position 1 Chargement

JIG POSITION INFORMATION
Loading position 1 for Jig01
*ODIL_ID:1937_8*
";"Positions des Montages : Montage 01 en Position 1 Chargement

JIG POSITION INFORMATION
Loading position 1 for Jig01
*ODIL_ID:1937_8*
";""
"Positions des Montages : Montage 02 en Position 1 Chargement

Jig position data: loading position 1 for Jig02
*ODIL_ID:1937_9*
";"Positions des Montages : Montage 02 en Position 1 Chargement

Jig position data: loading position 1 for Jig02
*ODIL_ID:1937_9*
";"Positions des Montages : Montage 02 en Position 1 Chargement

Jig position data: loading position 1 for Jig02
*ODIL_ID:1937_9*
";""
"Montage 01 : Demande Position de Chargement

LOADING POSITION REQUESTS FOR JIGS
Jig 01: Loading position request
*ODIL_ID:1937_10*
";"Montage 01 : Demande Position de Chargement

LOADING POSITION REQUESTS FOR JIGS
Jig 01: Loading position request
*ODIL_ID:1937_10*
";"Montage 01 : Demande Position de Chargement

LOADING POSITION REQUESTS FOR JIGS
Jig 01: Loading position request
*ODIL_ID:1937_10*
";""
"Montage 02 : Demande Position de Chargement

Jig 02: Loading position request
*ODIL_ID:1937_11*
";"Montage 02 : Demande Position de Chargement

Jig 02: Loading position request
*ODIL_ID:1937_11*
";"Montage 02 : Demande Position de Chargement

Jig 02: Loading position request
*ODIL_ID:1937_11*
";""
"Memoire de Sens Rotation Plateau : Msrot = 1 Selection rotation avant

JIG ROTATION DIRECTION MEMORY AND END OF JIG ROTATION MEMORY
Jig rotation direction memory: Msrot = 1 forwards rotation selection
*ODIL_ID:1937_12*
";"Memoire de Sens Rotation Plateau : Msrot = 1 Selection rotation avant

JIG ROTATION DIRECTION MEMORY AND END OF JIG ROTATION MEMORY
Jig rotation direction memory: Msrot = 1 forwards rotation selection
*ODIL_ID:1937_12*
";"Memoire de Sens Rotation Plateau : Msrot = 1 Selection rotation avant

JIG ROTATION DIRECTION MEMORY AND END OF JIG ROTATION MEMORY
Jig rotation direction memory: Msrot = 1 forwards rotation selection
*ODIL_ID:1937_12*
";""
"Memoire Plateau en Rotation

Jig rotation in progress memory
*ODIL_ID:1937_13*
";"Memoire Plateau en Rotation

Jig rotation in progress memory
*ODIL_ID:1937_13*
";"Memoire Plateau en Rotation

Jig rotation in progress memory
*ODIL_ID:1937_13*
";""
"Memoire Fin de Rotation plateau

Jig end of rotation memory
*ODIL_ID:1937_14*
";"Memoire Fin de Rotation plateau

Jig end of rotation memory
*ODIL_ID:1937_14*
";"Memoire Fin de Rotation plateau

Jig end of rotation memory
*ODIL_ID:1937_14*
";""
"*ODIL_ID:1937_15*";"*ODIL_ID:1937_15*";"*ODIL_ID:1937_15*";""
"Prise en compte appui BP avance si mouvement selectionne

MANUAL MOVEMENT AUXILIARY BIT
Advance push button integration while movement is selected
*ODIL_ID:1937_16*
";"Prise en compte appui BP avance si mouvement selectionne

MANUAL MOVEMENT AUXILIARY BIT
Advance push button integration while movement is selected
*ODIL_ID:1937_16*
";"Prise en compte appui BP avance si mouvement selectionne

MANUAL MOVEMENT AUXILIARY BIT
Advance push button integration while movement is selected
*ODIL_ID:1937_16*
";""
"Prise en compte appui BP recul si mouvement selectionne

Return push button integration while movement is selected
*ODIL_ID:1937_17*
";"Prise en compte appui BP recul si mouvement selectionne

Return push button integration while movement is selected
*ODIL_ID:1937_17*
";"Prise en compte appui BP recul si mouvement selectionne

Return push button integration while movement is selected
*ODIL_ID:1937_17*
";""
"Controle relâchement des BP

Push button release check
*ODIL_ID:1937_18*
";"Controle relâchement des BP

Push button release check
*ODIL_ID:1937_18*
";"Controle relâchement des BP

Push button release check
*ODIL_ID:1937_18*
";""
"auXiliaire Auto Avance MouVement

MOVEMENT AUTOMATIC MODE AUXILIARY
MoVement forwards Auto auXiliary bit
*ODIL_ID:1937_19*
";"auXiliaire Auto Avance MouVement

MOVEMENT AUTOMATIC MODE AUXILIARY
MoVement forwards Auto auXiliary bit
*ODIL_ID:1937_19*
";"auXiliaire Auto Avance MouVement

MOVEMENT AUTOMATIC MODE AUXILIARY
MoVement forwards Auto auXiliary bit
*ODIL_ID:1937_19*
";""
"auXiliaire Auto Recul MouVement

MoVement backwards Auto auXiliary bit
*ODIL_ID:1937_20*
";"auXiliaire Auto Recul MouVement

MoVement backwards Auto auXiliary bit
*ODIL_ID:1937_20*
";"auXiliaire Auto Recul MouVement

MoVement backwards Auto auXiliary bit
*ODIL_ID:1937_20*
";""
"auXiliaire Ordre Autorisation DeMarrage

MOVEMENT FUNCTION SEQUENCES : ORDERS
Start authorization auxiliary bit
*ODIL_ID:1937_21*
";"auXiliaire Ordre Autorisation DeMarrage

MOVEMENT FUNCTION SEQUENCES : ORDERS
Start authorization auxiliary bit
*ODIL_ID:1937_21*
";"auXiliaire Ordre Autorisation DeMarrage

MOVEMENT FUNCTION SEQUENCES : ORDERS
Start authorization auxiliary bit
*ODIL_ID:1937_21*
";""
"Ordre autorisation demarrage

Start authorization order
*ODIL_ID:1937_22*
";"Ordre autorisation demarrage

Start authorization order
*ODIL_ID:1937_22*
";"Ordre autorisation demarrage

Start authorization order
*ODIL_ID:1937_22*
";""
"Ordre ""Avance mouvement""

Forwards Movement order
*ODIL_ID:1937_23*
";"Ordre ""Avance mouvement""

Forwards Movement order
*ODIL_ID:1937_23*
";"Ordre ""Avance mouvement""

Forwards Movement order
*ODIL_ID:1937_23*
";""
"Ordre ""Recul mouvement""

Backwards movement order
*ODIL_ID:1937_24*
";"Ordre ""Recul mouvement""

Backwards movement order
*ODIL_ID:1937_24*
";"Ordre ""Recul mouvement""

Backwards movement order
*ODIL_ID:1937_24*
";""
"Ordre grande vitesse

High speed order
*ODIL_ID:1937_25*
";"Ordre grande vitesse

High speed order
*ODIL_ID:1937_25*
";"Ordre grande vitesse

High speed order
*ODIL_ID:1937_25*
";""
"Memoire Grande Vitesse plateau

Rotative jig High speed memory
*ODIL_ID:1937_26*
";"Memoire Grande Vitesse plateau

Rotative jig High speed memory
*ODIL_ID:1937_26*
";"Memoire Grande Vitesse plateau

Rotative jig High speed memory
*ODIL_ID:1937_26*
";""
"Operator validation push button Rising edge
*ODIL_ID:1937_27*
";"Operator validation push button Rising edge
*ODIL_ID:1937_27*
";"Operator validation push button Rising edge
*ODIL_ID:1937_27*
";""
"Ordre petite vitesse

Low speed order
*ODIL_ID:1937_28*
";"Ordre petite vitesse

Low speed order
*ODIL_ID:1937_28*
";"Ordre petite vitesse

Low speed order
*ODIL_ID:1937_28*
";""
"Voyant montage 01 position de chargement

MOVEMENT FUNCTION SEQUENCES : LAMPS
Jig01 in Loading position Lamp
*ODIL_ID:1937_29*
";"Voyant montage 01 position de chargement

MOVEMENT FUNCTION SEQUENCES : LAMPS
Jig01 in Loading position Lamp
*ODIL_ID:1937_29*
";"Voyant montage 01 position de chargement

MOVEMENT FUNCTION SEQUENCES : LAMPS
Jig01 in Loading position Lamp
*ODIL_ID:1937_29*
";""
"Voyant montage 02 position de chargement

Jig02 in loading position Lamp
*ODIL_ID:1937_30*
";"Voyant montage 02 position de chargement

Jig02 in loading position Lamp
*ODIL_ID:1937_30*
";"Voyant montage 02 position de chargement

Jig02 in loading position Lamp
*ODIL_ID:1937_30*
";""
"Autorisation d'apprentissage du temps d'execution mouvement

MOVEMENT TIME MEASURE
Authorization to learn (measure) how long is the movement
*ODIL_ID:1937_31*
";"Autorisation d'apprentissage du temps d'execution mouvement

MOVEMENT TIME MEASURE
Authorization to learn (measure) how long is the movement
*ODIL_ID:1937_31*
";"Autorisation d'apprentissage du temps d'execution mouvement

MOVEMENT TIME MEASURE
Authorization to learn (measure) how long is the movement
*ODIL_ID:1937_31*
";""
"un mouvement en cours

Movement in progress
*ODIL_ID:1937_32*
";"un mouvement en cours

Movement in progress
*ODIL_ID:1937_32*
";"un mouvement en cours

Movement in progress
*ODIL_ID:1937_32*
";""
"Arret comptage temps

Timer stop
*ODIL_ID:1937_33*
";"Arret comptage temps

Timer stop
*ODIL_ID:1937_33*
";"Arret comptage temps

Timer stop
*ODIL_ID:1937_33*
";""
"Validation de la mesure du temps

Time measure validation
*ODIL_ID:1937_34*
";"Validation de la mesure du temps

Time measure validation
*ODIL_ID:1937_34*
";"Validation de la mesure du temps

Time measure validation
*ODIL_ID:1937_34*
";""
"Raz temps de reference sur front montant de l'apprentissage

Time reference (movement timeout) reset on learing rising edge request
*ODIL_ID:1937_35*
";"Raz temps de reference sur front montant de l'apprentissage

Time reference (movement timeout) reset on learing rising edge request
*ODIL_ID:1937_35*
";"Raz temps de reference sur front montant de l'apprentissage

Time reference (movement timeout) reset on learing rising edge request
*ODIL_ID:1937_35*
";""
"Demande d'enregistrement du temps mesure comme temps de reference

Time recording request: new measure is recorded as reference time (movement
timout)
*ODIL_ID:1937_36*
";"Demande d'enregistrement du temps mesure comme temps de reference

Time recording request: new measure is recorded as reference time (movement
timout)
*ODIL_ID:1937_36*
";"Demande d'enregistrement du temps mesure comme temps de reference

Time recording request: new measure is recorded as reference time (movement
timout)
*ODIL_ID:1937_36*
";""
"memorisation de la demande d'apprentissage

Learning request memory
*ODIL_ID:1937_37*
";"memorisation de la demande d'apprentissage

Learning request memory
*ODIL_ID:1937_37*
";"memorisation de la demande d'apprentissage

Learning request memory
*ODIL_ID:1937_37*
";""
"mesure du temps du mouvement

Movement Timout Measure
*ODIL_ID:1937_38*
";"mesure du temps du mouvement

Movement Timout Measure
*ODIL_ID:1937_38*
";"mesure du temps du mouvement

Movement Timout Measure
*ODIL_ID:1937_38*
";""
"enregistrement en apprentissage

Time recording in learning mode
*ODIL_ID:1937_39*
";"enregistrement en apprentissage

Time recording in learning mode
*ODIL_ID:1937_39*
";"enregistrement en apprentissage

Time recording in learning mode
*ODIL_ID:1937_39*
";""
"temps de mouvement mesure

Measured time for movement
*ODIL_ID:1937_40*
";"temps de mouvement mesure

Measured time for movement
*ODIL_ID:1937_40*
";"temps de mouvement mesure

Measured time for movement
*ODIL_ID:1937_40*
";""
"Calcul de la valeur du pourcentage du temps de reference

Movement timeout percentage of Movement reference timeout - calculation
*ODIL_ID:1937_41*
";"Calcul de la valeur du pourcentage du temps de reference

Movement timeout percentage of Movement reference timeout - calculation
*ODIL_ID:1937_41*
";"Calcul de la valeur du pourcentage du temps de reference

Movement timeout percentage of Movement reference timeout - calculation
*ODIL_ID:1937_41*
";""
"Controle du seuil de DEFAUT

ROTATIVE JIG FAULTS SEQUENCES
Fault threshold check
*ODIL_ID:1937_42*
";"Controle du seuil de DEFAUT

ROTATIVE JIG FAULTS SEQUENCES
Fault threshold check
*ODIL_ID:1937_42*
";"Controle du seuil de DEFAUT

ROTATIVE JIG FAULTS SEQUENCES
Fault threshold check
*ODIL_ID:1937_42*
";""
"Defaut Capteurs Position Plateau

Rotative jig position sensors fault
*ODIL_ID:1937_43*
";"Defaut Capteurs Position Plateau

Rotative jig position sensors fault
*ODIL_ID:1937_43*
";"Defaut Capteurs Position Plateau

Rotative jig position sensors fault
*ODIL_ID:1937_43*
";""
"Tempo Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory timer
*ODIL_ID:1937_44*
";"Tempo Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory timer
*ODIL_ID:1937_44*
";"Tempo Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory timer
*ODIL_ID:1937_44*
";""
"Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory
*ODIL_ID:1937_45*
";"Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory
*ODIL_ID:1937_45*
";"Memoire Defaut Capteurs Position

Rotative jig position sensors fault memory
*ODIL_ID:1937_45*
";""
