//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.,,,,
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel,,,,
$_Languages,,,,
7(5) German (Liechtenstein),10(1) Spanish (Traditional Sort),9(1) English (United States),12(1) French (France),
18720,Help,Help,Help,
2338,Error without errortext (193),Error without errortext (193),Error without errortext (193),
18722,Help,Help,Help,
2340,Error without errortext (194),Error without errortext (194),Error without errortext (194),
18724,Help,Help,Help,
2342,Error without errortext (195),Error without errortext (195),Error without errortext (195),
18726,Help,Help,Help,
2488,Error without errortext (196),Error without errortext (196),Error without errortext (196),
18872,Help,Help,Help,
2490,Error without errortext (197),Error without errortext (197),Error without errortext (197),
18874,Help,Help,Help,
2492,Error without errortext (198),Error without errortext (198),Error without errortext (198),
18876,Help,Help,Help,
2494,Error without errortext (199),Error without errortext (199),Error without errortext (199),
18878,Help,Help,Help,
2640,Fault param.transfer module n,Fault param.transfer module n,Fault param.transfer module n,
19024,Help,Help,Help,
2642,Invalid field bus address,Invalid field bus address,Invalid field bus address,
19026,Help,Help,Help,
2644,Protokoll Asic not ready,Protokoll Asic not ready,Protokoll Asic not ready,
19028,Help,Help,Help,
2646,MMI serves CBUS module,MMI serves CBUS module,MMI serves CBUS module,
19030,Help,Help,Help,
2792,Invalid setting switch unit,Invalid setting switch unit,Invalid setting switch unit,
19176,Help,Help,Help,
2794,Module set to default values,Module set to default values,Module set to default values,
19178,Help,Help,Help,
2796,Error without errortext (206),Error without errortext (206),Error without errortext (206),
19180,Help,Help,Help,
2798,Error without errortext (207),Error without errortext (207),Error without errortext (207),
19182,Help,Help,Help,
2944,Error without errortext (208),Error without errortext (208),Error without errortext (208),
19328,Help,Help,Help,
2946,Error without errortext (209),Error without errortext (209),Error without errortext (209),
19330,Help,Help,Help,
2948,Error without errortext (210),Error without errortext (210),Error without errortext (210),
19332,Help,Help,Help,
2950,Error without errortext (211),Error without errortext (211),Error without errortext (211),
19334,Help,Help,Help,
3096,Error without errortext (212),Error without errortext (212),Error without errortext (212),
19480,Help,Help,Help,
3098,Error without errortext (213),Error without errortext (213),Error without errortext (213),
19482,Help,Help,Help,
3100,Error without errortext (214),Error without errortext (214),Error without errortext (214),
19484,Help,Help,Help,
3102,Error without errortext (215),Error without errortext (215),Error without errortext (215),
19486,Help,Help,Help,
3248,Error without errortext (216),Error without errortext (216),Error without errortext (216),
19632,Help,Help,Help,
3250,Error without errortext (217),Error without errortext (217),Error without errortext (217),
19634,Help,Help,Help,
3252,Error without errortext (218),Error without errortext (218),Error without errortext (218),
19636,Help,Help,Help,
3254,Error without errortext (219),Error without errortext (219),Error without errortext (219),
19638,Help,Help,Help,
3400,Error without errortext (220),Error without errortext (220),Error without errortext (220),
19784,Help,Help,Help,
3402,Error without errortext (221),Error without errortext (221),Error without errortext (221),
19786,Help,Help,Help,
3404,Error without errortext (222),Error without errortext (222),Error without errortext (222),
19788,Help,Help,Help,
3406,Error without errortext (223),Error without errortext (223),Error without errortext (223),
19790,Help,Help,Help,
3552,Error without errortext (224),Error without errortext (224),Error without errortext (224),
19936,Help,Help,Help,
3554,Error without errortext (225),Error without errortext (225),Error without errortext (225),
19938,Help,Help,Help,
3556,Error without errortext (226),Error without errortext (226),Error without errortext (226),
19940,Help,Help,Help,
3558,Error without errortext (227),Error without errortext (227),Error without errortext (227),
19942,Help,Help,Help,
3704,Error without errortext (228),Error without errortext (228),Error without errortext (228),
20088,Help,Help,Help,
3706,Error without errortext (229),Error without errortext (229),Error without errortext (229),
20090,Help,Help,Help,
3708,Error without errortext (230),Error without errortext (230),Error without errortext (230),
20092,Help,Help,Help,
3710,Error without errortext (231),Error without errortext (231),Error without errortext (231),
20094,Help,Help,Help,
3856,Error without errortext (232),Error without errortext (232),Error without errortext (232),
20240,Help,Help,Help,
3858,Error without errortext (233),Error without errortext (233),Error without errortext (233),
20242,Help,Help,Help,
3860,Error without errortext (234),Error without errortext (234),Error without errortext (234),
20244,Help,Help,Help,
3862,Error without errortext (235),Error without errortext (235),Error without errortext (235),
20246,Help,Help,Help,
4008,Error without errortext (236),Error without errortext (236),Error without errortext (236),
20392,Help,Help,Help,
4010,Error without errortext (237),Error without errortext (237),Error without errortext (237),
20394,Help,Help,Help,
4012,Error without errortext (238),Error without errortext (238),Error without errortext (238),
20396,Help,Help,Help,
4014,Error without errortext (239),Error without errortext (239),Error without errortext (239),
20398,Help,Help,Help,
4160,Error without errortext (240),Error without errortext (240),Error without errortext (240),
20544,Help,Help,Help,
4162,Error without errortext (241),Error without errortext (241),Error without errortext (241),
20546,Help,Help,Help,
4164,Error without errortext (242),Error without errortext (242),Error without errortext (242),
20548,Help,Help,Help,
4166,Error without errortext (243),Error without errortext (243),Error without errortext (243),
20550,Help,Help,Help,
4312,Error without errortext (244),Error without errortext (244),Error without errortext (244),
20696,Help,Help,Help,
4314,Error without errortext (245),Error without errortext (245),Error without errortext (245),
20698,Help,Help,Help,
4316,Error without errortext (246),Error without errortext (246),Error without errortext (246),
20700,Help,Help,Help,
4318,Error without errortext (247),Error without errortext (247),Error without errortext (247),
20702,Help,Help,Help,
4464,Error without errortext (248),Error without errortext (248),Error without errortext (248),
20848,Help,Help,Help,
4466,Error without errortext (249),Error without errortext (249),Error without errortext (249),
20850,Help,Help,Help,
4468,Error without errortext (250),Error without errortext (250),Error without errortext (250),
20852,Help,Help,Help,
4470,Error without errortext (251),Error without errortext (251),Error without errortext (251),
20854,Help,Help,Help,
4616,Error without errortext (252),Error without errortext (252),Error without errortext (252),
21000,Help,Help,Help,
4618,Error without errortext (253),Error without errortext (253),Error without errortext (253),
21002,Help,Help,Help,
4620,Error without errortext (254),Error without errortext (254),Error without errortext (254),
21004,Help,Help,Help,
4622,Unknown error (255),Unknown error (255),Unknown error (255),
21006,Help,Help,Help,
4768,Error without errortext (256),Error without errortext (256),Error without errortext (256),
21152,Help,Help,Help,
4770,Error without errortext (257),Error without errortext (257),Error without errortext (257),
21154,Help,Help,Help,
4772,Error without errortext (258),Error without errortext (258),Error without errortext (258),
21156,Help,Help,Help,
4774,Error without errortext (259),Error without errortext (259),Error without errortext (259),
21158,Help,Help,Help,
6442,CPX critical system error,CPX critical system error,CPX critical system error,
22826,Help,Help,Help,
14720,,,,
31104,,,,
15936,Cortocircuito,Short circuit,Court-circuit,
32320,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
840,Baja tensión,Low voltage,Sous-tension,
17224,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
2056,Sobretensión,Overvoltage,Surtension,
18440,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
3272,Sobrecarga,Overload,Surcharge,
19656,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
4488,Sobretemperatura,Overtemperature,Surchauffe,
20872,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
5704,Rotura de hilo,Wire break,Rupture de fil,
22088,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
6920,Límite superior excedido,High limit exceeded,Limite supérieure dépassée,
23304,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
8136,Límite inferior excedido,Low limit exceeded,Limite inférieure sous-dépassée,
24520,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
9352,Fallo,Error,Erreur,
25736,,,,
10568,Simulación activa,Simulation active,Simulation active,
26952,,,,
11784,Reservado,Reserved,réservé,
28168,,,,
13000,Reservado,Reserved,réservé,
29384,,,,
14216,Reservado,Reserved,réservé,
30600,,,,
15432,Reservado,Reserved,réservé,
31816,,,,
336,Falta el parámetro,Parameter missing,Paramètre manquant,
16720,,,,
1552,Error de parametrización,Parameter assignment error,Erreur de paramétrage,
17936,Causa: Parámetros de módulo incorrectos.,Cause: Bad module parameter. Remedy: Che,Cause : paramètres de module incorrects.,
2768,Falta tensión de sensores o de carga,Power supply fault,Absence de tension capteur ou de charge,
19152,Causa: Falta tensión de carga. Solución:,Cause: No power supply. Remedy: Check wi,Cause : absence de tension d'alimentatio,
3984,Fusible defectuoso,Fuse blown / open,Fusible defectueux,
20368,Causa: Sobrecarga. Solución: Eliminar la,Cause: Overload. Remedy: Remove cause of,Cause : surcharge. Solution : supprimez ,
5200,El slot no responde,Slot cannot be addressed,Emplacement non accessible,
21584,Causa: Error de comunicación de diferent,Cause: Communication error with various ,Cause : erreur de communication à cause ,
6416,Defecto a masa,Ground fault,Défaut à la masse,
22800,Causa: Tensión en modo común rebasada o ,Cause: Common mode voltage exceeded or M,Cause : dépassement de la tension mode c,
7632,Error del canal de referencia,Reference point list,Erreur de voie de référence,
24016,Causa: Error en el canal de referencia. ,Cause: Error on reference channel. Remed,Cause : erreur de voie de référence. Sol,
8848,Alarma de proceso perdida,Process event lost / sampling error,Alarme de processus perdue,
25232,Causa: Alarma de proceso. Solución: Camb,Cause: Hardware interrupt. Remedy: Chang,Cause : alarme de processus. Solution : ,
10064,Advertencia de actuador,Threshold warning,Avertissement actionneur,
26448,Causa: El actuador notifica el rebase de,Cause: Actuator signaling a limit value ,Cause : actionneur signale un dépassemen,
11280,Desconexión de actuador,Output disabled,Coupure actionneur,
27664,Causa: Se ha detectado un problema con e,Cause: Problem detected on actuator. Rem,Cause : problème d'actionneur détecté. S,
12496,Desconexión orientada a seguridad,Safety event,Arrêt de sécurité,
28880,Causa: Se ha detectado un fallo en el ca,Cause: Error detected on channel. Remedy,Cause : erreur de voie détectée. Solutio,
13712,Error externo,External fault,Défaut externe,
30096,Causa: Se ha detectado un fallo en el se,Cause: Problem detected on sensor/actuat,Cause : Erreur de capteur/actionneur dét,
14928,Error no definido,Unidentified error,Défaut non spécifié,
31312,Causa: No se puede especificar con detal,Cause: Cannot be specified in greater de,Cause : ne peut être spécifiée. Solution,
16144,Reservado,Reserved,réservé,
32528,,,,
1048,Fallo 1 en actuador / sensor,Fault 1 in actuator/sensor,Erreur 1 dans actionneur / capteur,
17432,,,,
2264,Fallo 2 en actuador / sensor,Fault 2 in actuator/sensor,Erreur 2 dans actionneur / capteur,
18648,,,,
3480,Fallo temporal,Temporary error,Erreur temporaire,
19864,,,,
7248,Linkup no permitido,Illegal linkup,Linkup illicite,
23632,Estado de link distinto del predetermina,Link status different from setting in pa,Etat de connexion différent des spécific,
8464,Linkdown no permitido,Illegal linkdown,Linkdown illicite,
24848,Estado de link distinto del predetermina,Link status different from setting in pa,Etat de connexion différent des spécific,
9680,Velocidad de transmisión no permitida,Illegal transmission rate,Vitesse de transmission illicite,
26064,Velocidad de transmisión distinta de la ,Transmission rate different from setting,Vitesse de transmission différente des s,
10896,Duplexity no permitida,Illegal duplexity,Duplexity illicite,
27280,Duplexity ditinta de la predeterminada e,Duplexity different from setting in para,Duplexity différente des spécifications ,
16,Sobrecarga de frame,Frame overload,Surcharge de trames,
16400,Los telegramas rechazados sobrepasan o n,More or less discarded frames than set a,Les télégrammes rejetés dépassent le seu,
16088,Transferencia de datos imposible; @5W%t#A02A-SCALANCE_X200-20110512@,Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20110512@,Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20110512@,
32472,Ayuda: Transferencia de datos imposible;,Help: Data transmission impossible; @5W%,Aide : transmission de données impossibl,
384,No hay conexión física en el puerto,No physical connection on port,Pas de connexion physique au port,
16768,Se ha configurado la vigilancia del puer,Port monitoring was configured, there is,Une surveillance de port a été configuré,
385,Error en "Soporte de transferencia/dúplex",Error with "Transfer medium/duplex",Erreur pour "Support de transmission/Duplex",
16769,"Soporte de transferencia / dúplex" se h,"Transfer medium / duplex" was configure,"Support de transmission / Duplex" a été,
386,Error al comprobar los datos de línea,Error during cable data check,Erreur à la vérification des données de câble,
16770,Causas posibles:
 - La longitud de línea,Possible causes:
 - The discovered cable,Causes possibles :
 - La longueur de câb,
992,Error en el partner; @5W%t#A02A-SCALANCE_X200-20110512@,Remote mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20110512@,
17376,Ayuda: Error en el partner; @5W%t#A02A-S,Help: Remote mismatch; @5W%t#A02A-SCALAN,Aide : erreur partenaire; @5W%t#A02A-SCA,
1600,Partner incorrecto,Wrong partner,Partenaire incorrect,
17984,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
1601,Puerto partner erróneo,Wrong partner port,Port partenaire incorrect,
17985,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
1602,IRT (Top Performance) no es posible en este puerto,IRT (top performance) not possible at this port,IRT (Top Performance) impossible sur ce port,
17986,Causas posibles:
 - Otros errores de com,Possible causes:
 - Other communications,Causes possibles :
 - Autres erreurs de ,
1603,Incoherencia en "Soporte de transferencia / dúplex",Inconsistency in "transmission medium / duplex",Incohérence pour "Support de transmission / Duplex",
17987,Se ha configurado el "Medio de transmisi,"Transmission medium/duplex" was configu,"Support de transmission/Duplex" a été c,
1604,Incoherencia en la configuración MRP / cableado,Inconsistent MRP configuration / wiring,Incohérence de la configuration MRP / du câblage,
17988,Se ha configurado un dominio MRP, pero l,MRP domain was configured; the local set,Domaine MRP configuré ; la sélection loc,
1605,Imposible detectar el vecino,The neighbor could not be identified,Le voisin n'a pas pu être détecté,
17989,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
1606,Incoherencia en la configuración MRRT,Inconsistent MRRT configuration,Incohérence de la configuration MRRT,
17990,Se ha configurado la característica MRRT,The MRRT feature was configured; the loc,L'attribut MRRT  a été configuré; les op,
1607,Diferencia al determinar la longitud del cable,Difference in cable length measurement,Différence à la détermination de longueur de câble,
17991,Se ha configurado "Soporte de transferen,"Transmission medium / Duplex" was confi,"Support de transmission / Duplex" a été,
1752,El nombre del dominio Sync se utiliza repetidas veces,Sync domain name used more than once,Nom de domaine Sync utilisé plusieurs fois,
18136,En la subred Ethernet se han configurado,Two sync domains with the same name were,Deux domaines Sync de même nom ont été c,
2208,Error de redundancia de medios; @5W%t#A02A-SCALANCE_X200-20110512@,Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20110512@,
18592,Ayuda: Redundancia de medios; @5W%t#A02A,Help: Media redundancy mismatch; @5W%t#A,Aide : erreur de redondance de supports ,
2816,El manager de redundancia no puede asumir la función configurada.,Redundancy manager cannot adopt the configured role,Le gestionnaire de redondance ne peut pas assumer le rôle configuré.,
19200,Indica que el manager de redundancia asu,Indicates that the configured redundancy,Signifie que le gestionnaire de redondan,
2817,Anillo abierto,Ring opened,Anneau ouvert,
19201,Indica que el anillo se ha interrumpido ,Indicates that the ring has been interru,Indique que l'anneau est interrompu unil,
2818,Redundancia RT no garantizada,RT redundancy not effective,Redondance RT plus garantie,
19202,Indica que el anillo para la comunicació,Indicates that the ring is not closed fo,Indique que l'anneau n'est pas fermé pou,
2819,En el anillo se encuentran varios administradores de redundancia,There is more than one redundancy manager in the ring,Il existe plusieurs gestionnaires de redondance au sein de l'anneau,
19203,Indica que en el anillo se encuentran va,Indicates that more than one device in t,Indique que plusieurs appareils assument,
3424,Pérdida de sincronización; @5W%t#A02A-SCALANCE_X200-20110512@,Sync mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20110512@,
19808,Ayuda: Pérdida de sincronización; @5W%t#,Help: Sync mismatch; @5W%t#A02A-SCALANCE,Aide : perte de synchronisation; @5W%t#A,
4032,No se sincroniza el SyncSlave,Sync slave will not be synchronized,L'esclave Sync ne sera pas synchronisé,
20416,El equipo es un SyncSlave y no se sincro,The station is a sync slave and it is no,La station est un esclave Sync et n'est ,
4035,Equipo no síncrono,Station not synchronized,Station non synchrone,
20419,La sincronización está fuera del rango d,Synchronization is outside the range of ,La synchronisation se trouve hors de la ,
4640,Error de modo isócrono; @5W%t#A02A-SCALANCE_X200-20110512@,Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@,
21024,Ayuda: Error de modo isócrono; @5W%t#A02,Help: Isochronous mode mismatch; @5W%t#A,Aide : erreur de synchronisme d'horloge;,
5856,Error CR multicast; @5W%t#A02A-SCALANCE_X200-20110512@,Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20110512@,
22240,Ayuda: Error CR multicast; @5W%t#A02A-SC,Help: Multicast CR mismatch; @5W%t#A02A-,Aide : Erreur CR Multicast; @5W%t#A02A-S,
7072,Reservado; @5W%t#A02A-SCALANCE_X200-20110512@,Reserved; @5W%t#A02A-SCALANCE_X200-20110512@,réservé; @5W%t#A02A-SCALANCE_X200-20110512@,
23456,Ayuda: Ayuda; @5W%t#A02A-SCALANCE_X200-2,Help: Reserved; @5W%t#A02A-SCALANCE_X200,Aide : réservée; @5W%t#A02A-SCALANCE_X20,
8288,Error fibra óptica; @5W%t#A02A-SCALANCE_X200-20110512@,Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20110512@,
24672,Ayuda: Error fibra óptica; @5W%t#A02A-SC,Help: Fiber optics mismatch; @5W%t#A02A-,Aide : erreur fibre optique; @5W%t#A02A-,
8896,Reserva de sistema de fibra óptica crítica,FO link power margin critical,Réserve système FO critique,
25280,La reserva de sistema FO se encuentra po,The FO link power margin is below the @2,La réserve système FO se trouve en -dess,
9504,Error de función del componente de red; @5W%t#A02A-SCALANCE_X200-20110512@,Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20110512@,
25888,Ayuda: Error de función del componente d,Help: Network component function mismatc,Aide : erreur de fonctionnement du compo,
10112,Debido a sobrecarga se han rechazado paquetes de datos,Data packets discarded due to overload,Paquets de données rejetés pour surcharge,
26496,Como mínimo @2D%1d@ paquetes de datos ha,At least @2D%1d@ data packets were disca,@2D%1d@ paquets de données au minimum on,
10720,Error de tiempo; @5W%t#A02A-SCALANCE_X200-20110512@,Time mismatch; @5W%t#A02A-SCALANCE_X200-20110512@,Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@,
27104,Ayuda: Error de tiempo; @5W%t#A02A-SCALA,Help: Time mismatch; @5W%t#A02A-SCALANCE,Aide : erreur de temporisation; @5W%t#A0,
16192,Configuración incoherente/especificación del gateway predeterminado,Inconsistent configuration / specification of the standard gateway,Configuration incohérente/Spécification du routeur par défaut,
32576,Se ha configurado un gateway predetermin,A standard gateway has been configured f,Un autre routeur par défaut a été config,
16193,Configuración/especificación incoherente del nombre de dispositivo,Inconsistent configuration/specification of the NameOfStation,Configuration incohérente/Spécification du NameOfStation,
32577,Para otra interfaz de este módulo ya se ,A NameOfStation which is identical to th,Un NameOfStation a déjà été configuré /a,
16194,Configuración/especificación incoherente de la dirección IP,Inconsistent configuration/specification of the IP address,Configuration incohérente/Spécification de l'adresse IP,
32578,Para otra interfaz ya se ha configurado/,An IP address which is in the same subne,Une adresse IP a déjà été configurée/att,
4288,sin alimentación el. redundante,No redundant PS,Pas d'alimentation redondante,
20672,Alarma entrante, si no existe alimentaci,Alarm entering state when there is no re,Alarme arrivante en l'absence d'alimenta,
4290,No existe C-PLUG,C-PLUG not found,C-PLUG introuvable,
20674,Alarma entrante, si no se ha enchufado C,Alarm entering state when no C-PLUG was ,Alarme arrivante en l'absence de C-PLUG,
4292,C-PLUG defectuoso,C-PLUG defective,C-PLUG défectueux,
20676,Alarma entrante, si el C-PLUG está defec,Alarm entering state when C-PLUG is defe,Alarme arrivante lorsque le C-PLUG est d,
4294,erróneo C-PLUG,wrong C-PLUG,Le C-PLUG est incorrect,
20678,Alarma entrante si se ha enchufado errón,Incoming alarm when wrong C-PLUG is plug,Alarme apparaissante si aucun C-PLUG n'a,
13496,,,,
29880,,,,
14712,Cortocircuito,Short circuit,Court-circuit,
31096,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
15928,Baja tensión,Low voltage,Sous-tension,
32312,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
832,Sobretensión,Overvoltage,Surtension,
17216,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
2048,Sobrecarga,Overload,Surcharge,
18432,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
3264,Sobretemperatura,Overtemperature,Surchauffe,
19648,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
4480,Rotura de hilo,Wire break,Rupture de fil,
20864,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
5696,Límite superior excedido,High limit exceeded,Limite supérieure dépassée,
22080,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
6912,Límite inferior excedido,Low limit exceeded,Limite inférieure sous-dépassée,
23296,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
8128,Fallo,Error,Erreur,
24512,,,,
9344,Simulación activa,Simulation active,Simulation active,
25728,,,,
10560,Reservado,Reserved,réservé,
26944,,,,
11776,Reservado,Reserved,réservé,
28160,,,,
12992,Reservado,Reserved,réservé,
29376,,,,
14208,Reservado,Reserved,réservé,
30592,,,,
15424,Falta el parámetro,Parameter missing,Paramètre manquant,
31808,,,,
328,Error de parametrización,Parameter assignment error,Erreur de paramétrage,
16712,Causa: Parámetros de módulo incorrectos.,Cause: Bad module parameter. Remedy: Che,Cause : paramètres de module incorrects.,
1544,Falta tensión de sensores o de carga,Power supply fault,Absence de tension capteur ou de charge,
17928,Causa: Falta tensión de carga. Solución:,Cause: No power supply. Remedy: Check wi,Cause : absence de tension d'alimentatio,
2760,Fusible defectuoso,Fuse blown / open,Fusible defectueux,
19144,Causa: Sobrecarga. Solución: Eliminar la,Cause: Overload. Remedy: Remove cause of,Cause : surcharge. Solution : supprimez ,
3976,El slot no responde,Slot cannot be addressed,Emplacement non accessible,
20360,Causa: Error de comunicación de diferent,Cause: Communication error with various ,Cause : erreur de communication à cause ,
5192,Defecto a masa,Ground fault,Défaut à la masse,
21576,Causa: Tensión en modo común rebasada o ,Cause: Common mode voltage exceeded or M,Cause : dépassement de la tension mode c,
6408,Error del canal de referencia,Reference point list,Erreur de voie de référence,
22792,Causa: Error en el canal de referencia. ,Cause: Error on reference channel. Remed,Cause : erreur de voie de référence. Sol,
7624,Alarma de proceso perdida,Process event lost / sampling error,Alarme de processus perdue,
24008,Causa: Alarma de proceso. Solución: Camb,Cause: Hardware interrupt. Remedy: Chang,Cause : alarme de processus. Solution : ,
8840,Advertencia de actuador,Threshold warning,Avertissement actionneur,
25224,Causa: El actuador notifica el rebase de,Cause: Actuator signaling a limit value ,Cause : actionneur signale un dépassemen,
10056,Desconexión de actuador,Output disabled,Coupure actionneur,
26440,Causa: Se ha detectado un problema con e,Cause: Problem detected on actuator. Rem,Cause : problème d'actionneur détecté. S,
11272,Desconexión orientada a seguridad,Safety event,Arrêt de sécurité,
27656,Causa: Se ha detectado un fallo en el ca,Cause: Error detected on channel. Remedy,Cause : erreur de voie détectée. Solutio,
12488,Error externo,External fault,Défaut externe,
28872,Causa: Se ha detectado un fallo en el se,Cause: Problem detected on sensor/actuat,Cause : Erreur de capteur/actionneur dét,
13704,Error no definido,Unidentified error,Défaut non spécifié,
30088,Causa: No se puede especificar con detal,Cause: Cannot be specified in greater de,Cause : ne peut être spécifiée. Solution,
14920,Reservado,Reserved,réservé,
31304,,,,
16136,Fallo 1 en actuador / sensor,Fault 1 in actuator/sensor,Erreur 1 dans actionneur / capteur,
32520,,,,
1040,Fallo 2 en actuador / sensor,Fault 2 in actuator/sensor,Erreur 2 dans actionneur / capteur,
17424,,,,
2256,Fallo temporal,Temporary error,Erreur temporaire,
18640,,,,
9760,Mismatch of safety destination address (F_Dest_Add),Mismatch of safety destination address (F_Dest_Add),Mismatch of safety destination address (F_Dest_Add),
26144,Help,Help,Help,
3176,Device specific diagnosis information, see manual,Device specific diagnosis information, see manual,Device specific diagnosis information, see manual,
19560,Help,Help,Help,
14864,Transferencia de datos imposible; @5W%t#ML-V2.31-Festo-CPX-20161019@,Data transmission impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@,Transmission de données impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@,
31248,Ayuda: Transferencia de datos imposible;,Help: Data transmission impossible; @5W%,Aide : transmission de données impossibl,
15472,No hay conexión física en el puerto,No physical connection on port,Pas de connexion physique au port,
31856,Se ha configurado la vigilancia del puer,Port monitoring was configured, there is,Une surveillance de port a été configuré,
15473,Error en "Soporte de transferencia/dúplex",Error with "Transfer medium/duplex",Erreur pour "Support de transmission/Duplex",
31857,"Soporte de transferencia / dúplex" se h,"Transfer medium / duplex" was configure,"Support de transmission / Duplex" a été,
15474,Error al comprobar los datos de línea,Error during cable data check,Erreur à la vérification des données de câble,
31858,Causas posibles:
 - La longitud de línea,Possible causes:
 - The discovered cable,Causes possibles :
 - La longueur de câb,
16080,Error en el partner; @5W%t#ML-V2.31-Festo-CPX-20161019@,Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20161019@,
32464,Ayuda: Error en el partner; @5W%t#ML-V2.,Help: Remote mismatch; @5W%t#ML-V2.31-Fe,Aide : erreur partenaire; @5W%t#ML-V2.31,
376,Partner incorrecto,Wrong partner,Partenaire incorrect,
16760,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
377,Puerto partner erróneo,Wrong partner port,Port partenaire incorrect,
16761,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
378,IRT (Top Performance) no es posible en este puerto,IRT (top performance) not possible at this port,IRT (Top Performance) impossible sur ce port,
16762,Causas posibles:
 - Otros errores de com,Possible causes:
 - Other communications,Causes possibles :
 - Autres erreurs de ,
379,Incoherencia en "Soporte de transferencia / dúplex",Inconsistency in "transmission medium / duplex",Incohérence pour "Support de transmission / Duplex",
16763,Se ha configurado el "Medio de transmisi,"Transmission medium/duplex" was configu,"Support de transmission/Duplex" a été c,
380,Incoherencia en la configuración MRP / cableado,Inconsistent MRP configuration / wiring,Incohérence de la configuration MRP / du câblage,
16764,Se ha configurado un dominio MRP, pero l,MRP domain was configured; the local set,Domaine MRP configuré ; la sélection loc,
381,Imposible detectar el vecino,The neighbor could not be identified,Le voisin n'a pas pu être détecté,
16765,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
382,Incoherencia en la configuración MRRT,Inconsistent MRRT configuration,Incohérence de la configuration MRRT,
16766,Se ha configurado la característica MRRT,The MRRT feature was configured; the loc,L'attribut MRRT  a été configuré; les op,
383,Diferencia al determinar la longitud del cable,Difference in cable length measurement,Différence à la détermination de longueur de câble,
16767,Se ha configurado "Soporte de transferen,"Transmission medium / Duplex" was confi,"Support de transmission / Duplex" a été,
528,El nombre del dominio Sync se utiliza repetidas veces,Sync domain name used more than once,Nom de domaine Sync utilisé plusieurs fois,
16912,En la subred Ethernet se han configurado,Two sync domains with the same name were,Deux domaines Sync de même nom ont été c,
