//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
14888;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@;
31272;Help: Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@;
1584;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20110512@;
17968;Help: Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : Erreur CR Multicast; @5W%t#A02A-SCALANCE_X200-20110512@;
4592;Reserved; @5W%t#A02A-SCALANCE_X200-20110512@;réservé; @5W%t#A02A-SCALANCE_X200-20110512@;
20976;Help: Reserved; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : réservée; @5W%t#A02A-SCALANCE_X200-20110512@;
7600;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20110512@;
23984;Help: Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20110512@;
9104;FO link power margin critical;Réserve système FO critique;
25488;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
10608;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20110512@;
26992;Help: Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20110512@;
12112;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
28496;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
13616;Time mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@;
30000;Help: Time mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Aide : erreur de temporisation; @5W%t#A02A-SCALANCE_X200-20110512@;
10840;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
27224;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
10841;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
27225;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
10842;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
27226;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
5432;No redundant PS;Pas d'alimentation redondante;
21816;Alarm entering state when there is no redundant PS;Alarme arrivante en l'absence d'alimentation redondante;
5434;C-PLUG not found;C-PLUG introuvable;
21818;Alarm entering state when no C-PLUG was inserted;Alarme arrivante en l'absence de C-PLUG;
5436;C-PLUG defective;C-PLUG défectueux;
21820;Alarm entering state when C-PLUG is defective;Alarme arrivante lorsque le C-PLUG est défectueux;
5438;wrong C-PLUG;Le C-PLUG est incorrect;
21822;Incoming alarm when wrong C-PLUG is plugged in;Alarme apparaissante si aucun C-PLUG n'a incorrect;
4640;;;
21024;;;
7648;Short circuit;Court-circuit;
24032;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
10656;Low voltage;Sous-tension;
27040;Verify the power supply.;Contrôlez l'alimentation en tension.;
13664;Overvoltage;Surtension;
30048;Verify the power supply.;Contrôlez l'alimentation en tension.;
360;Overload;Surcharge;
16744;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
3368;Overtemperature;Surchauffe;
19752;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
6376;Wire break;Rupture de fil;
22760;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
9384;High limit exceeded;Limite supérieure dépassée;
25768;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
12392;Low limit exceeded;Limite inférieure sous-dépassée;
28776;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
15400;Error;Erreur;
31784;;;
2096;Simulation active;Simulation active;
18480;;;
5104;Reserved;réservé;
21488;;;
8112;Reserved;réservé;
24496;;;
11120;Reserved;réservé;
27504;;;
14128;Reserved;réservé;
30512;;;
824;Parameter missing;Paramètre manquant;
17208;;;
3832;Parameter assignment error;Erreur de paramétrage;
20216;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;
6840;Power supply fault;Absence de tension capteur ou de charge;
23224;Cause: No power supply. Remedy: Check wiring or turn on power supply.;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;
9848;Fuse blown / open;Fusible defectueux;
26232;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
12856;Slot cannot be addressed;Emplacement non accessible;
29240;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
15864;Ground fault;Défaut à la masse;
32248;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
2560;Reference point list;Erreur de voie de référence;
18944;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
5568;Process event lost / sampling error;Alarme de processus perdue;
21952;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
8576;Threshold warning;Avertissement actionneur;
24960;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
11584;Output disabled;Coupure actionneur;
27968;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
14592;Safety event;Arrêt de sécurité;
30976;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
1288;External fault;Défaut externe;
17672;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
4296;Unidentified error;Défaut non spécifié;
20680;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
7304;Reserved;réservé;
23688;;;
10312;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
26696;;;
13320;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29704;;;
16;Temporary error;Erreur temporaire;
16400;;;
1408;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
17792;Help;Help;
24;Device specific diagnosis information, see manual;Device specific diagnosis information, see manual;
16408;Help;Help;
8024;Data transmission impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;Transmission de données impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;
24408;Help: Data transmission impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : transmission de données impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;
9528;No physical connection on port;Pas de connexion physique au port;
25912;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
9529;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
25913;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
9530;Error during cable data check;Erreur à la vérification des données de câble;
25914;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
11032;Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20161019@;
27416;Help: Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20161019@;
12536;Wrong partner;Partenaire incorrect;
28920;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
12537;Wrong partner port;Port partenaire incorrect;
28921;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
12538;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
28922;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
12539;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
28923;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
12540;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
28924;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
12541;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
28925;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
12542;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
28926;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
12543;Difference in cable length measurement;Différence à la détermination de longueur de câble;
28927;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
12912;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
29296;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
14040;Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20161019@;
30424;Help: Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20161019@;
15544;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
31928;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
15545;Ring opened;Anneau ouvert;
31929;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
15546;RT redundancy not effective;Redondance RT plus garantie;
31930;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
15547;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
31931;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
736;Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20161019@;
17120;Help: Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20161019@;
2240;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
18624;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
2243;Station not synchronized;Station non synchrone;
18627;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
3744;Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@;
20128;Help: Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@;
6752;Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur Multicast CR; @5W%t#ML-V2.31-Festo-CPX-20161019@;
23136;Help: Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : Erreur CR Multicast; @5W%t#ML-V2.31-Festo-CPX-20161019@;
9760;Reserved; @5W%t#ML-V2.31-Festo-CPX-20161019@;réservé; @5W%t#ML-V2.31-Festo-CPX-20161019@;
26144;Help: Reserved; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : réservée; @5W%t#ML-V2.31-Festo-CPX-20161019@;
12768;Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20161019@;
29152;Help: Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20161019@;
14272;FO link power margin critical;Réserve système FO critique;
30656;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
15776;Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20161019@;
32160;Help: Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20161019@;
968;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
17352;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
2472;Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@;
18856;Help: Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Aide : erreur de temporisation; @5W%t#ML-V2.31-Festo-CPX-20161019@;
16008;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
32392;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
16009;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
32393;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
16010;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
32394;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
7536;No error;No error;
23920;Help;Help;
7538;General diagnosis;General diagnosis;
23922;Help;Help;
7540;Short circuit;Short circuit;
23924;Help;Help;
7542;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
23926;Help;Help;
7912;Short circuit in actuator supply;Short circuit in actuator supply;
24296;Help;Help;
7914;Undervoltage in power supply;Undervoltage in power supply;
24298;Help;Help;
7916;Unknown CBUS error (6);Unknown CBUS error (6);
24300;Help;Help;
7918;Unknown CBUS error (7);Unknown CBUS error (7);
24302;Help;Help;
8288;Unknown CBUS error (8);Unknown CBUS error (8);
24672;Help;Help;
8290;Lower limit exceeded;Lower limit exceeded;
24674;Help;Help;
8292;Upper limit exceeded;Upper limit exceeded;
24676;Help;Help;
8294;Short circuit valve;Short circuit valve;
24678;Help;Help;
8664;Pilot valve function warning;Pilot valve function warning;
25048;Help;Help;
8666;Wire fracture (open load);Wire fracture (open load);
25050;Help;Help;
8668;Condition counter exceeded;Condition counter exceeded;
25052;Help;Help;
8670;Module/channel failure;Module/channel failure;
25054;Help;Help;
9040;Module code incorrect;Module code incorrect;
25424;Help;Help;
9042;I/O length incorrect;I/O length incorrect;
25426;Help;Help;
9044;Address range exceeded;Address range exceeded;
25428;Help;Help;
9046;Life cycle exceeded;Life cycle exceeded;
25430;Help;Help;
9416;Fault in parametrizing signal range;Fault in parametrizing signal range;
25800;Help;Help;
9418;Fault in parametrizing data format;Fault in parametrizing data format;
25802;Help;Help;
9420;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
25804;Help;Help;
9422;Fault in filter meas.value;Fault in filter meas.value;
25806;Help;Help;
9792;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
26176;Help;Help;
9794;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
26178;Help;Help;
9796;Fault in actuator supply;Fault in actuator supply;
26180;Help;Help;
9798;Wrong device type mounted;Wrong device type mounted;
26182;Help;Help;
10168;Alarm value reached;Alarm value reached;
26552;Help;Help;
10170;Fault in parametrizing;Fault in parametrizing;
26554;Help;Help;
10172;No new output data (slave);No new output data (slave);
26556;Help;Help;
10174;No bus connection (slave);No bus connection (slave);
26558;Help;Help;
10544;No STI read access (slave);No STI read access (slave);
26928;Help;Help;
10546;No parameter access (slave);No parameter access (slave);
26930;Help;Help;
10548;CP module lost / fault;CP module lost / fault;
26932;Help;Help;
10550;CP configuration failure;CP configuration failure;
26934;Help;Help;
10920;Short circuit CP-line;Short circuit CP-line;
27304;Help;Help;
10922;Fault in controlling;Fault in controlling;
27306;Help;Help;
10924;Missing valve;Missing valve;
27308;Help;Help;
10926;Maintanance required;Maintanance required;
27310;Help;Help;
11296;Life Guard;Life Guard;
27680;Help;Help;
11298;Heart Beat;Heart Beat;
27682;Help;Help;
11300;Com Cycle Period (Sync);Com Cycle Period (Sync);
27684;Help;Help;
11302;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
27686;Help;Help;
11672;Invalid PDO received;Invalid PDO received;
28056;Help;Help;
11674;CAN WarnLimit reached;CAN WarnLimit reached;
28058;Help;Help;
11676;CAN recovered from BusOff;CAN recovered from BusOff;
28060;Help;Help;
11678;Bus Power lost;Bus Power lost;
28062;Help;Help;
12048;Fault in Calibration;Fault in Calibration;
28432;Help;Help;
12050;Lower drop out signal;Lower drop out signal;
28434;Help;Help;
12052;Upper drop out signal;Upper drop out signal;
28436;Help;Help;
12054;Sensor limit exceeded;Sensor limit exceeded;
28438;Help;Help;
12424;Short circuit cold junction comp.;Short circuit cold junction comp.;
28808;Help;Help;
12426;Open load cold junction comp.;Open load cold junction comp.;
28810;Help;Help;
12428;Calibration data incorrect;Calibration data incorrect;
28812;Help;Help;
12430;Invalid process value;Invalid process value;
28814;Help;Help;
12800;Short circuit I-Port;Short circuit I-Port;
29184;Help;Help;
12802;Device missing / failure;Device missing / failure;
29186;Help;Help;
12804;I-Port configuration error;I-Port configuration error;
29188;Help;Help;
12806;Input overload;Input overload;
29190;Help;Help;
13176;Signal underflow/overflow;Signal underflow/overflow;
29560;Help;Help;
13178;Overvoltage in power supply;Overvoltage in power supply;
29562;Help;Help;
13180;Overflow in time measurement;Overflow in time measurement;
29564;Help;Help;
13182;Object failure;Object failure;
29566;Help;Help;
13552;Number of Modules incorrect;Number of Modules incorrect;
29936;Help;Help;
13554;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
29938;Help;Help;
13556;F-Communication fault;F-Communication fault;
29940;Help;Help;
13558;F-Communication timeout;F-Communication timeout;
29942;Help;Help;
13928;Leakage current;Leakage current;
30312;Help;Help;
13930;F-Parameter fault;F-Parameter fault;
30314;Help;Help;
13932;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
30316;Help;Help;
13934;CC-L: Bus connection lost;CC-L: Bus connection lost;
30318;Help;Help;
14304;SSI-parity error;SSI-parity error;
30688;Help;Help;
14306;limit monitoring;limit monitoring;
30690;Help;Help;
14308;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;
30692;Help;Help;
14310;Over temperature;Over temperature;
30694;Help;Help;
14680;Error without errortext (76);Error without errortext (76);
31064;Help;Help;
14682;Error without errortext (77);Error without errortext (77);
31066;Help;Help;
14684;Value out of range;Value out of range;
31068;Help;Help;
14686;Error without errortext (79);Error without errortext (79);
31070;Help;Help;
15056;Function failure;Function failure;
31440;Help;Help;
15058;Error without errortext (81);Error without errortext (81);
31442;Help;Help;
15060;Error without errortext (82);Error without errortext (82);
31444;Help;Help;
15062;Error without errortext (83);Error without errortext (83);
31446;Help;Help;
15432;Error without errortext (84);Error without errortext (84);
31816;Help;Help;
15434;Error without errortext (85);Error without errortext (85);
31818;Help;Help;
15436;Error without errortext (86);Error without errortext (86);
31820;Help;Help;
15438;system leakage;system leakage;
31822;Help;Help;
15808;Short circuit port;Short circuit port;
32192;Help;Help;
15810;Port configuration error;Port configuration error;
32194;Help;Help;
15812;Error without errortext (90);Error without errortext (90);
32196;Help;Help;
15814;Error without errortext (91);Error without errortext (91);
32198;Help;Help;
16184;Error without errortext (92);Error without errortext (92);
32568;Help;Help;
16186;Error without errortext (93);Error without errortext (93);
32570;Help;Help;
16188;Error without errortext (94);Error without errortext (94);
32572;Help;Help;
16190;Error without errortext (95);Error without errortext (95);
32574;Help;Help;
248;Error without errortext (96);Error without errortext (96);
16632;Help;Help;
250;Error without errortext (97);Error without errortext (97);
16634;Help;Help;
252;Error without errortext (98);Error without errortext (98);
16636;Help;Help;
254;Error without errortext (99);Error without errortext (99);
16638;Help;Help;
624;Configuration error;Configuration error;
17008;Help;Help;
626;Execution error;Execution error;
17010;Help;Help;
628;Record error;Record error;
17012;Help;Help;
630;Control error;Control error;
17014;Help;Help;
